
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 x q[12]
Gate(10040)	tdg q[12]
Gate(10041)	 t q[13]
Gate(10042)	cx q[13], q[12]
Gate(10043)	cx q[2], q[13]
Gate(10044)	cx q[12], q[2]
Gate(10045)	 h q[13]
Gate(10046)	 h q[14]
Gate(10047)	 t q[1]
Gate(10048)	 t q[13]
Gate(10049)	 t q[14]
Gate(10050)	cx q[13], q[1]
Gate(10051)	cx q[14], q[13]
Gate(10052)	cx q[1], q[14]
Gate(10053)	tdg q[13]
Gate(10054)	cx q[1], q[13]
Gate(10055)	tdg q[1]
Gate(10056)	tdg q[13]
Gate(10057)	 t q[14]
Gate(10058)	cx q[14], q[13]
Gate(10059)	cx q[1], q[14]
Gate(10060)	cx q[13], q[1]
Gate(10061)	 h q[14]
Gate(10062)	 h q[0]
Gate(10063)	 t q[7]
Gate(10064)	 t q[14]
Gate(10065)	 t q[0]
Gate(10066)	cx q[14], q[7]
Gate(10067)	cx q[0], q[14]
Gate(10068)	cx q[7], q[0]
Gate(10069)	tdg q[14]
Gate(10070)	cx q[7], q[14]
Gate(10071)	tdg q[7]
Gate(10072)	tdg q[14]
Gate(10073)	 t q[0]
Gate(10074)	cx q[0], q[14]
Gate(10075)	cx q[7], q[0]
Gate(10076)	cx q[14], q[7]
Gate(10077)	 h q[0]
Gate(10078)	 h q[14]
Gate(10079)	 t q[1]
Gate(10080)	 t q[13]
Gate(10081)	 t q[14]
Gate(10082)	cx q[13], q[1]
Gate(10083)	cx q[14], q[13]
Gate(10084)	cx q[1], q[14]
Gate(10085)	tdg q[13]
Gate(10086)	cx q[1], q[13]
Gate(10087)	tdg q[1]
Gate(10088)	tdg q[13]
Gate(10089)	 t q[14]
Gate(10090)	cx q[14], q[13]
Gate(10091)	cx q[1], q[14]
Gate(10092)	cx q[13], q[1]
Gate(10093)	 h q[14]
Gate(10094)	 h q[13]
Gate(10095)	 t q[2]
Gate(10096)	 t q[12]
Gate(10097)	 t q[13]
Gate(10098)	cx q[12], q[2]
Gate(10099)	cx q[13], q[12]
Gate(10100)	cx q[2], q[13]
Gate(10101)	tdg q[12]
Gate(10102)	cx q[2], q[12]
Gate(10103)	tdg q[2]
Gate(10104)	tdg q[12]
Gate(10105)	 t q[13]
Gate(10106)	cx q[13], q[12]
Gate(10107)	cx q[2], q[13]
Gate(10108)	cx q[12], q[2]
Gate(10109)	 h q[13]
Gate(10110)	 h q[12]
Gate(10111)	 t q[3]
Gate(10112)	 t q[11]
Gate(10113)	 t q[12]
Gate(10114)	cx q[11], q[3]
Gate(10115)	cx q[12], q[11]
Gate(10116)	cx q[3], q[12]
Gate(10117)	tdg q[11]
Gate(10118)	cx q[3], q[11]
Gate(10119)	tdg q[3]
Gate(10120)	tdg q[11]
Gate(10121)	 t q[12]
Gate(10122)	cx q[12], q[11]
Gate(10123)	cx q[3], q[12]
Gate(10124)	cx q[11], q[3]
Gate(10125)	 h q[12]
Gate(10126)	 h q[11]
Gate(10127)	 t q[4]
Gate(10128)	 t q[10]
Gate(10129)	 t q[11]
Gate(10130)	cx q[10], q[4]
Gate(10131)	cx q[11], q[10]
Gate(10132)	cx q[4], q[11]
Gate(10133)	tdg q[10]
Gate(10134)	cx q[4], q[10]
Gate(10135)	tdg q[4]
Gate(10136)	tdg q[10]
Gate(10137)	 t q[11]
Gate(10138)	cx q[11], q[10]
Gate(10139)	cx q[4], q[11]
Gate(10140)	cx q[10], q[4]
Gate(10141)	 h q[11]
Gate(10142)	 h q[10]
Gate(10143)	 t q[5]
Gate(10144)	 t q[9]
Gate(10145)	 t q[10]
Gate(10146)	cx q[9], q[5]
Gate(10147)	cx q[10], q[9]
Gate(10148)	cx q[5], q[10]
Gate(10149)	tdg q[9]
Gate(10150)	cx q[5], q[9]
Gate(10151)	tdg q[5]
Gate(10152)	tdg q[9]
Gate(10153)	 t q[10]
Gate(10154)	cx q[10], q[9]
Gate(10155)	cx q[5], q[10]
Gate(10156)	cx q[9], q[5]
Gate(10157)	 h q[10]
Gate(10158)	 h q[9]
Gate(10159)	 t q[8]
Gate(10160)	 t q[6]
Gate(10161)	 t q[9]
Gate(10162)	cx q[6], q[8]
Gate(10163)	cx q[9], q[6]
Gate(10164)	cx q[8], q[9]
Gate(10165)	tdg q[6]
Gate(10166)	cx q[8], q[6]
Gate(10167)	tdg q[8]
Gate(10168)	tdg q[6]
Gate(10169)	 t q[9]
Gate(10170)	cx q[9], q[6]
Gate(10171)	cx q[8], q[9]
Gate(10172)	cx q[6], q[8]
Gate(10173)	 h q[9]
Gate(10174)	 h q[10]
Gate(10175)	 t q[5]
Gate(10176)	 t q[9]
Gate(10177)	 t q[10]
Gate(10178)	cx q[9], q[5]
Gate(10179)	cx q[10], q[9]
Gate(10180)	cx q[5], q[10]
Gate(10181)	tdg q[9]
Gate(10182)	cx q[5], q[9]
Gate(10183)	tdg q[5]
Gate(10184)	tdg q[9]
Gate(10185)	 t q[10]
Gate(10186)	cx q[10], q[9]
Gate(10187)	cx q[5], q[10]
Gate(10188)	cx q[9], q[5]
Gate(10189)	 h q[10]
Gate(10190)	 h q[11]
Gate(10191)	 t q[4]
Gate(10192)	 t q[10]
Gate(10193)	 t q[11]
Gate(10194)	cx q[10], q[4]
Gate(10195)	cx q[11], q[10]
Gate(10196)	cx q[4], q[11]
Gate(10197)	tdg q[10]
Gate(10198)	cx q[4], q[10]
Gate(10199)	tdg q[4]
Gate(10200)	tdg q[10]
Gate(10201)	 t q[11]
Gate(10202)	cx q[11], q[10]
Gate(10203)	cx q[4], q[11]
Gate(10204)	cx q[10], q[4]
Gate(10205)	 h q[11]
Gate(10206)	 h q[12]
Gate(10207)	 t q[3]
Gate(10208)	 t q[11]
Gate(10209)	 t q[12]
Gate(10210)	cx q[11], q[3]
Gate(10211)	cx q[12], q[11]
Gate(10212)	cx q[3], q[12]
Gate(10213)	tdg q[11]
Gate(10214)	cx q[3], q[11]
Gate(10215)	tdg q[3]
Gate(10216)	tdg q[11]
Gate(10217)	 t q[12]
Gate(10218)	cx q[12], q[11]
Gate(10219)	cx q[3], q[12]
Gate(10220)	cx q[11], q[3]
Gate(10221)	 h q[12]
Gate(10222)	 h q[13]
Gate(10223)	 t q[2]
Gate(10224)	 t q[12]
Gate(10225)	 t q[13]
Gate(10226)	cx q[12], q[2]
Gate(10227)	cx q[13], q[12]
Gate(10228)	cx q[2], q[13]
Gate(10229)	tdg q[12]
Gate(10230)	cx q[2], q[12]
Gate(10231)	tdg q[2]
Gate(10232)	tdg q[12]
Gate(10233)	 t q[13]
Gate(10234)	cx q[13], q[12]
Gate(10235)	cx q[2], q[13]
Gate(10236)	cx q[12], q[2]
Gate(10237)	 h q[13]
Gate(10238)	 h q[14]
Gate(10239)	 t q[1]
Gate(10240)	 t q[13]
Gate(10241)	 t q[14]
Gate(10242)	cx q[13], q[1]
Gate(10243)	cx q[14], q[13]
Gate(10244)	cx q[1], q[14]
Gate(10245)	tdg q[13]
Gate(10246)	cx q[1], q[13]
Gate(10247)	tdg q[1]
Gate(10248)	tdg q[13]
Gate(10249)	 t q[14]
Gate(10250)	cx q[14], q[13]
Gate(10251)	cx q[1], q[14]
Gate(10252)	cx q[13], q[1]
Gate(10253)	 h q[14]
Gate(10254)	 h q[6]
Gate(10255)	 t q[9]
Gate(10256)	 t q[8]
Gate(10257)	 t q[6]
Gate(10258)	cx q[8], q[9]
Gate(10259)	cx q[6], q[8]
Gate(10260)	cx q[9], q[6]
Gate(10261)	tdg q[8]
Gate(10262)	cx q[9], q[8]
Gate(10263)	tdg q[9]
Gate(10264)	tdg q[8]
Gate(10265)	 t q[6]
Gate(10266)	cx q[6], q[8]
Gate(10267)	cx q[9], q[6]
Gate(10268)	cx q[8], q[9]
Gate(10269)	 h q[6]
Gate(10270)	 h q[8]
Gate(10271)	 t q[10]
Gate(10272)	 t q[7]
Gate(10273)	 t q[8]
Gate(10274)	cx q[7], q[10]
Gate(10275)	cx q[8], q[7]
Gate(10276)	cx q[10], q[8]
Gate(10277)	tdg q[7]
Gate(10278)	cx q[10], q[7]
Gate(10279)	tdg q[10]
Gate(10280)	tdg q[7]
Gate(10281)	 t q[8]
Gate(10282)	cx q[8], q[7]
Gate(10283)	cx q[10], q[8]
Gate(10284)	cx q[7], q[10]
Gate(10285)	 h q[8]
Gate(10286)	 h q[7]
Gate(10287)	 t q[11]
Gate(10288)	 t q[5]
Gate(10289)	 t q[7]
Gate(10290)	cx q[5], q[11]
Gate(10291)	cx q[7], q[5]
Gate(10292)	cx q[11], q[7]
Gate(10293)	tdg q[5]
Gate(10294)	cx q[11], q[5]
Gate(10295)	tdg q[11]
Gate(10296)	tdg q[5]
Gate(10297)	 t q[7]
Gate(10298)	cx q[7], q[5]
Gate(10299)	cx q[11], q[7]
Gate(10300)	cx q[5], q[11]
Gate(10301)	 h q[7]
Gate(10302)	 h q[5]
Gate(10303)	 t q[12]
Gate(10304)	 t q[4]
Gate(10305)	 t q[5]
Gate(10306)	cx q[4], q[12]
Gate(10307)	cx q[5], q[4]
Gate(10308)	cx q[12], q[5]
Gate(10309)	tdg q[4]
Gate(10310)	cx q[12], q[4]
Gate(10311)	tdg q[12]
Gate(10312)	tdg q[4]
Gate(10313)	 t q[5]
Gate(10314)	cx q[5], q[4]
Gate(10315)	cx q[12], q[5]
Gate(10316)	cx q[4], q[12]
Gate(10317)	 h q[5]
Gate(10318)	 h q[4]
Gate(10319)	 t q[14]
Gate(10320)	 t q[13]
Gate(10321)	 t q[4]
Gate(10322)	cx q[13], q[14]
Gate(10323)	cx q[4], q[13]
Gate(10324)	cx q[14], q[4]
Gate(10325)	tdg q[13]
Gate(10326)	cx q[14], q[13]
Gate(10327)	tdg q[14]
Gate(10328)	tdg q[13]
Gate(10329)	 t q[4]
Gate(10330)	cx q[4], q[13]
Gate(10331)	cx q[14], q[4]
Gate(10332)	cx q[13], q[14]
Gate(10333)	 h q[4]
Gate(10334)	 h q[5]
Gate(10335)	 t q[12]
Gate(10336)	 t q[4]
Gate(10337)	 t q[5]
Gate(10338)	cx q[4], q[12]
Gate(10339)	cx q[5], q[4]
Gate(10340)	cx q[12], q[5]
Gate(10341)	tdg q[4]
Gate(10342)	cx q[12], q[4]
Gate(10343)	tdg q[12]
Gate(10344)	tdg q[4]
Gate(10345)	 t q[5]
Gate(10346)	cx q[5], q[4]
Gate(10347)	cx q[12], q[5]
Gate(10348)	cx q[4], q[12]
Gate(10349)	 h q[5]
Gate(10350)	 h q[7]
Gate(10351)	 t q[11]
Gate(10352)	 t q[5]
Gate(10353)	 t q[7]
Gate(10354)	cx q[5], q[11]
Gate(10355)	cx q[7], q[5]
Gate(10356)	cx q[11], q[7]
Gate(10357)	tdg q[5]
Gate(10358)	cx q[11], q[5]
Gate(10359)	tdg q[11]
Gate(10360)	tdg q[5]
Gate(10361)	 t q[7]
Gate(10362)	cx q[7], q[5]
Gate(10363)	cx q[11], q[7]
Gate(10364)	cx q[5], q[11]
Gate(10365)	 h q[7]
Gate(10366)	 h q[8]
Gate(10367)	 t q[10]
Gate(10368)	 t q[7]
Gate(10369)	 t q[8]
Gate(10370)	cx q[7], q[10]
Gate(10371)	cx q[8], q[7]
Gate(10372)	cx q[10], q[8]
Gate(10373)	tdg q[7]
Gate(10374)	cx q[10], q[7]
Gate(10375)	tdg q[10]
Gate(10376)	tdg q[7]
Gate(10377)	 t q[8]
Gate(10378)	cx q[8], q[7]
Gate(10379)	cx q[10], q[8]
Gate(10380)	cx q[7], q[10]
Gate(10381)	 h q[8]
Gate(10382)	 h q[6]
Gate(10383)	 t q[9]
Gate(10384)	 t q[8]
Gate(10385)	 t q[6]
Gate(10386)	cx q[8], q[9]
Gate(10387)	cx q[6], q[8]
Gate(10388)	cx q[9], q[6]
Gate(10389)	tdg q[8]
Gate(10390)	cx q[9], q[8]
Gate(10391)	tdg q[9]
Gate(10392)	tdg q[8]
Gate(10393)	 t q[6]
Gate(10394)	cx q[6], q[8]
Gate(10395)	cx q[9], q[6]
Gate(10396)	cx q[8], q[9]
Gate(10397)	 h q[6]
Gate(10398)	 h q[8]
Gate(10399)	 t q[10]
Gate(10400)	 t q[7]
Gate(10401)	 t q[8]
Gate(10402)	cx q[7], q[10]
Gate(10403)	cx q[8], q[7]
Gate(10404)	cx q[10], q[8]
Gate(10405)	tdg q[7]
Gate(10406)	cx q[10], q[7]
Gate(10407)	tdg q[10]
Gate(10408)	tdg q[7]
Gate(10409)	 t q[8]
Gate(10410)	cx q[8], q[7]
Gate(10411)	cx q[10], q[8]
Gate(10412)	cx q[7], q[10]
Gate(10413)	 h q[8]
Gate(10414)	 h q[7]
Gate(10415)	 t q[11]
Gate(10416)	 t q[5]
Gate(10417)	 t q[7]
Gate(10418)	cx q[5], q[11]
Gate(10419)	cx q[7], q[5]
Gate(10420)	cx q[11], q[7]
Gate(10421)	tdg q[5]
Gate(10422)	cx q[11], q[5]
Gate(10423)	tdg q[11]
Gate(10424)	tdg q[5]
Gate(10425)	 t q[7]
Gate(10426)	cx q[7], q[5]
Gate(10427)	cx q[11], q[7]
Gate(10428)	cx q[5], q[11]
Gate(10429)	 h q[7]
Gate(10430)	 h q[5]
Gate(10431)	 t q[12]
Gate(10432)	 t q[4]
Gate(10433)	 t q[5]
Gate(10434)	cx q[4], q[12]
Gate(10435)	cx q[5], q[4]
Gate(10436)	cx q[12], q[5]
Gate(10437)	tdg q[4]
Gate(10438)	cx q[12], q[4]
Gate(10439)	tdg q[12]
Gate(10440)	tdg q[4]
Gate(10441)	 t q[5]
Gate(10442)	cx q[5], q[4]
Gate(10443)	cx q[12], q[5]
Gate(10444)	cx q[4], q[12]
Gate(10445)	 h q[5]
Gate(10446)	 h q[4]
Gate(10447)	 t q[14]
Gate(10448)	 t q[13]
Gate(10449)	 t q[4]
Gate(10450)	cx q[13], q[14]
Gate(10451)	cx q[4], q[13]
Gate(10452)	cx q[14], q[4]
Gate(10453)	tdg q[13]
Gate(10454)	cx q[14], q[13]
Gate(10455)	tdg q[14]
Gate(10456)	tdg q[13]
Gate(10457)	 t q[4]
Gate(10458)	cx q[4], q[13]
Gate(10459)	cx q[14], q[4]
Gate(10460)	cx q[13], q[14]
Gate(10461)	 h q[4]
Gate(10462)	 h q[5]
Gate(10463)	 t q[12]
Gate(10464)	 t q[4]
Gate(10465)	 t q[5]
Gate(10466)	cx q[4], q[12]
Gate(10467)	cx q[5], q[4]
Gate(10468)	cx q[12], q[5]
Gate(10469)	tdg q[4]
Gate(10470)	cx q[12], q[4]
Gate(10471)	tdg q[12]
Gate(10472)	tdg q[4]
Gate(10473)	 t q[5]
Gate(10474)	cx q[5], q[4]
Gate(10475)	cx q[12], q[5]
Gate(10476)	cx q[4], q[12]
Gate(10477)	 h q[5]
Gate(10478)	 h q[7]
Gate(10479)	 t q[11]
Gate(10480)	 t q[5]
Gate(10481)	 t q[7]
Gate(10482)	cx q[5], q[11]
Gate(10483)	cx q[7], q[5]
Gate(10484)	cx q[11], q[7]
Gate(10485)	tdg q[5]
Gate(10486)	cx q[11], q[5]
Gate(10487)	tdg q[11]
Gate(10488)	tdg q[5]
Gate(10489)	 t q[7]
Gate(10490)	cx q[7], q[5]
Gate(10491)	cx q[11], q[7]
Gate(10492)	cx q[5], q[11]
Gate(10493)	 h q[7]
Gate(10494)	 h q[8]
Gate(10495)	 t q[10]
Gate(10496)	 t q[7]
Gate(10497)	 t q[8]
Gate(10498)	cx q[7], q[10]
Gate(10499)	cx q[8], q[7]
Gate(10500)	cx q[10], q[8]
Gate(10501)	tdg q[7]
Gate(10502)	cx q[10], q[7]
Gate(10503)	tdg q[10]
Gate(10504)	tdg q[7]
Gate(10505)	 t q[8]
Gate(10506)	cx q[8], q[7]
Gate(10507)	cx q[10], q[8]
Gate(10508)	cx q[7], q[10]
Gate(10509)	 h q[8]
Gate(10510)	 h q[0]
Gate(10511)	 t q[6]
Gate(10512)	 t q[14]
Gate(10513)	 t q[0]
Gate(10514)	cx q[14], q[6]
Gate(10515)	cx q[0], q[14]
Gate(10516)	cx q[6], q[0]
Gate(10517)	tdg q[14]
Gate(10518)	cx q[6], q[14]
Gate(10519)	tdg q[6]
Gate(10520)	tdg q[14]
Gate(10521)	 t q[0]
Gate(10522)	cx q[0], q[14]
Gate(10523)	cx q[6], q[0]
Gate(10524)	cx q[14], q[6]
Gate(10525)	 h q[0]
Gate(10526)	 h q[14]
Gate(10527)	 t q[1]
Gate(10528)	 t q[13]
Gate(10529)	 t q[14]
Gate(10530)	cx q[13], q[1]
Gate(10531)	cx q[14], q[13]
Gate(10532)	cx q[1], q[14]
Gate(10533)	tdg q[13]
Gate(10534)	cx q[1], q[13]
Gate(10535)	tdg q[1]
Gate(10536)	tdg q[13]
Gate(10537)	 t q[14]
Gate(10538)	cx q[14], q[13]
Gate(10539)	cx q[1], q[14]
Gate(10540)	cx q[13], q[1]
Gate(10541)	 h q[14]
Gate(10542)	 h q[13]
Gate(10543)	 t q[2]
Gate(10544)	 t q[12]
Gate(10545)	 t q[13]
Gate(10546)	cx q[12], q[2]
Gate(10547)	cx q[13], q[12]
Gate(10548)	cx q[2], q[13]
Gate(10549)	tdg q[12]
Gate(10550)	cx q[2], q[12]
Gate(10551)	tdg q[2]
Gate(10552)	tdg q[12]
Gate(10553)	 t q[13]
Gate(10554)	cx q[13], q[12]
Gate(10555)	cx q[2], q[13]
Gate(10556)	cx q[12], q[2]
Gate(10557)	 h q[13]
Gate(10558)	 h q[12]
Gate(10559)	 t q[3]
Gate(10560)	 t q[11]
Gate(10561)	 t q[12]
Gate(10562)	cx q[11], q[3]
Gate(10563)	cx q[12], q[11]
Gate(10564)	cx q[3], q[12]
Gate(10565)	tdg q[11]
Gate(10566)	cx q[3], q[11]
Gate(10567)	tdg q[3]
Gate(10568)	tdg q[11]
Gate(10569)	 t q[12]
Gate(10570)	cx q[12], q[11]
Gate(10571)	cx q[3], q[12]
Gate(10572)	cx q[11], q[3]
Gate(10573)	 h q[12]
Gate(10574)	 h q[11]
Gate(10575)	 t q[4]
Gate(10576)	 t q[10]
Gate(10577)	 t q[11]
Gate(10578)	cx q[10], q[4]
Gate(10579)	cx q[11], q[10]
Gate(10580)	cx q[4], q[11]
Gate(10581)	tdg q[10]
Gate(10582)	cx q[4], q[10]
Gate(10583)	tdg q[4]
Gate(10584)	tdg q[10]
Gate(10585)	 t q[11]
Gate(10586)	cx q[11], q[10]
Gate(10587)	cx q[4], q[11]
Gate(10588)	cx q[10], q[4]
Gate(10589)	 h q[11]
Gate(10590)	 h q[10]
Gate(10591)	 t q[5]
Gate(10592)	 t q[9]
Gate(10593)	 t q[10]
Gate(10594)	cx q[9], q[5]
Gate(10595)	cx q[10], q[9]
Gate(10596)	cx q[5], q[10]
Gate(10597)	tdg q[9]
Gate(10598)	cx q[5], q[9]
Gate(10599)	tdg q[5]
Gate(10600)	tdg q[9]
Gate(10601)	 t q[10]
Gate(10602)	cx q[10], q[9]
Gate(10603)	cx q[5], q[10]
Gate(10604)	cx q[9], q[5]
Gate(10605)	 h q[10]
Gate(10606)	 h q[9]
Gate(10607)	 t q[8]
Gate(10608)	 t q[7]
Gate(10609)	 t q[9]
Gate(10610)	cx q[7], q[8]
Gate(10611)	cx q[9], q[7]
Gate(10612)	cx q[8], q[9]
Gate(10613)	tdg q[7]
Gate(10614)	cx q[8], q[7]
Gate(10615)	tdg q[8]
Gate(10616)	tdg q[7]
Gate(10617)	 t q[9]
Gate(10618)	cx q[9], q[7]
Gate(10619)	cx q[8], q[9]
Gate(10620)	cx q[7], q[8]
Gate(10621)	 h q[9]
Gate(10622)	 h q[10]
Gate(10623)	 t q[5]
Gate(10624)	 t q[9]
Gate(10625)	 t q[10]
Gate(10626)	cx q[9], q[5]
Gate(10627)	cx q[10], q[9]
Gate(10628)	cx q[5], q[10]
Gate(10629)	tdg q[9]
Gate(10630)	cx q[5], q[9]
Gate(10631)	tdg q[5]
Gate(10632)	tdg q[9]
Gate(10633)	 t q[10]
Gate(10634)	cx q[10], q[9]
Gate(10635)	cx q[5], q[10]
Gate(10636)	cx q[9], q[5]
Gate(10637)	 h q[10]
Gate(10638)	 h q[11]
Gate(10639)	 t q[4]
Gate(10640)	 t q[10]
Gate(10641)	 t q[11]
Gate(10642)	cx q[10], q[4]
Gate(10643)	cx q[11], q[10]
Gate(10644)	cx q[4], q[11]
Gate(10645)	tdg q[10]
Gate(10646)	cx q[4], q[10]
Gate(10647)	tdg q[4]
Gate(10648)	tdg q[10]
Gate(10649)	 t q[11]
Gate(10650)	cx q[11], q[10]
Gate(10651)	cx q[4], q[11]
Gate(10652)	cx q[10], q[4]
Gate(10653)	 h q[11]
Gate(10654)	 h q[12]
Gate(10655)	 t q[3]
Gate(10656)	 t q[11]
Gate(10657)	 t q[12]
Gate(10658)	cx q[11], q[3]
Gate(10659)	cx q[12], q[11]
Gate(10660)	cx q[3], q[12]
Gate(10661)	tdg q[11]
Gate(10662)	cx q[3], q[11]
Gate(10663)	tdg q[3]
Gate(10664)	tdg q[11]
Gate(10665)	 t q[12]
Gate(10666)	cx q[12], q[11]
Gate(10667)	cx q[3], q[12]
Gate(10668)	cx q[11], q[3]
Gate(10669)	 h q[12]
Gate(10670)	 h q[13]
Gate(10671)	 t q[2]
Gate(10672)	 t q[12]
Gate(10673)	 t q[13]
Gate(10674)	cx q[12], q[2]
Gate(10675)	cx q[13], q[12]
Gate(10676)	cx q[2], q[13]
Gate(10677)	tdg q[12]
Gate(10678)	cx q[2], q[12]
Gate(10679)	tdg q[2]
Gate(10680)	tdg q[12]
Gate(10681)	 t q[13]
Gate(10682)	cx q[13], q[12]
Gate(10683)	cx q[2], q[13]
Gate(10684)	cx q[12], q[2]
Gate(10685)	 h q[13]
Gate(10686)	 h q[14]
Gate(10687)	 t q[1]
Gate(10688)	 t q[13]
Gate(10689)	 t q[14]
Gate(10690)	cx q[13], q[1]
Gate(10691)	cx q[14], q[13]
Gate(10692)	cx q[1], q[14]
Gate(10693)	tdg q[13]
Gate(10694)	cx q[1], q[13]
Gate(10695)	tdg q[1]
Gate(10696)	tdg q[13]
Gate(10697)	 t q[14]
Gate(10698)	cx q[14], q[13]
Gate(10699)	cx q[1], q[14]
Gate(10700)	cx q[13], q[1]
Gate(10701)	 h q[14]
Gate(10702)	 h q[0]
Gate(10703)	 t q[6]
Gate(10704)	 t q[14]
Gate(10705)	 t q[0]
Gate(10706)	cx q[14], q[6]
Gate(10707)	cx q[0], q[14]
Gate(10708)	cx q[6], q[0]
Gate(10709)	tdg q[14]
Gate(10710)	cx q[6], q[14]
Gate(10711)	tdg q[6]
Gate(10712)	tdg q[14]
Gate(10713)	 t q[0]
Gate(10714)	cx q[0], q[14]
Gate(10715)	cx q[6], q[0]
Gate(10716)	cx q[14], q[6]
Gate(10717)	 h q[0]
Gate(10718)	 h q[14]
Gate(10719)	 t q[1]
Gate(10720)	 t q[13]
Gate(10721)	 t q[14]
Gate(10722)	cx q[13], q[1]
Gate(10723)	cx q[14], q[13]
Gate(10724)	cx q[1], q[14]
Gate(10725)	tdg q[13]
Gate(10726)	cx q[1], q[13]
Gate(10727)	tdg q[1]
Gate(10728)	tdg q[13]
Gate(10729)	 t q[14]
Gate(10730)	cx q[14], q[13]
Gate(10731)	cx q[1], q[14]
Gate(10732)	cx q[13], q[1]
Gate(10733)	 h q[14]
Gate(10734)	 h q[13]
Gate(10735)	 t q[2]
Gate(10736)	 t q[12]
Gate(10737)	 t q[13]
Gate(10738)	cx q[12], q[2]
Gate(10739)	cx q[13], q[12]
Gate(10740)	cx q[2], q[13]
Gate(10741)	tdg q[12]
Gate(10742)	cx q[2], q[12]
Gate(10743)	tdg q[2]
Gate(10744)	tdg q[12]
Gate(10745)	 t q[13]
Gate(10746)	cx q[13], q[12]
Gate(10747)	cx q[2], q[13]
Gate(10748)	cx q[12], q[2]
Gate(10749)	 h q[13]
Gate(10750)	 h q[12]
Gate(10751)	 t q[3]
Gate(10752)	 t q[11]
Gate(10753)	 t q[12]
Gate(10754)	cx q[11], q[3]
Gate(10755)	cx q[12], q[11]
Gate(10756)	cx q[3], q[12]
Gate(10757)	tdg q[11]
Gate(10758)	cx q[3], q[11]
Gate(10759)	tdg q[3]
Gate(10760)	tdg q[11]
Gate(10761)	 t q[12]
Gate(10762)	cx q[12], q[11]
Gate(10763)	cx q[3], q[12]
Gate(10764)	cx q[11], q[3]
Gate(10765)	 h q[12]
Gate(10766)	 h q[11]
Gate(10767)	 t q[4]
Gate(10768)	 t q[10]
Gate(10769)	 t q[11]
Gate(10770)	cx q[10], q[4]
Gate(10771)	cx q[11], q[10]
Gate(10772)	cx q[4], q[11]
Gate(10773)	tdg q[10]
Gate(10774)	cx q[4], q[10]
Gate(10775)	tdg q[4]
Gate(10776)	tdg q[10]
Gate(10777)	 t q[11]
Gate(10778)	cx q[11], q[10]
Gate(10779)	cx q[4], q[11]
Gate(10780)	cx q[10], q[4]
Gate(10781)	 h q[11]
Gate(10782)	 h q[10]
Gate(10783)	 t q[5]
Gate(10784)	 t q[9]
Gate(10785)	 t q[10]
Gate(10786)	cx q[9], q[5]
Gate(10787)	cx q[10], q[9]
Gate(10788)	cx q[5], q[10]
Gate(10789)	tdg q[9]
Gate(10790)	cx q[5], q[9]
Gate(10791)	tdg q[5]
Gate(10792)	tdg q[9]
Gate(10793)	 t q[10]
Gate(10794)	cx q[10], q[9]
Gate(10795)	cx q[5], q[10]
Gate(10796)	cx q[9], q[5]
Gate(10797)	 h q[10]
Gate(10798)	 h q[9]
Gate(10799)	 t q[8]
Gate(10800)	 t q[7]
Gate(10801)	 t q[9]
Gate(10802)	cx q[7], q[8]
Gate(10803)	cx q[9], q[7]
Gate(10804)	cx q[8], q[9]
Gate(10805)	tdg q[7]
Gate(10806)	cx q[8], q[7]
Gate(10807)	tdg q[8]
Gate(10808)	tdg q[7]
Gate(10809)	 t q[9]
Gate(10810)	cx q[9], q[7]
Gate(10811)	cx q[8], q[9]
Gate(10812)	cx q[7], q[8]
Gate(10813)	 h q[9]
Gate(10814)	 h q[10]
Gate(10815)	 t q[5]
Gate(10816)	 t q[9]
Gate(10817)	 t q[10]
Gate(10818)	cx q[9], q[5]
Gate(10819)	cx q[10], q[9]
Gate(10820)	cx q[5], q[10]
Gate(10821)	tdg q[9]
Gate(10822)	cx q[5], q[9]
Gate(10823)	tdg q[5]
Gate(10824)	tdg q[9]
Gate(10825)	 t q[10]
Gate(10826)	cx q[10], q[9]
Gate(10827)	cx q[5], q[10]
Gate(10828)	cx q[9], q[5]
Gate(10829)	 h q[10]
Gate(10830)	 h q[11]
Gate(10831)	 t q[4]
Gate(10832)	 t q[10]
Gate(10833)	 t q[11]
Gate(10834)	cx q[10], q[4]
Gate(10835)	cx q[11], q[10]
Gate(10836)	cx q[4], q[11]
Gate(10837)	tdg q[10]
Gate(10838)	cx q[4], q[10]
Gate(10839)	tdg q[4]
Gate(10840)	tdg q[10]
Gate(10841)	 t q[11]
Gate(10842)	cx q[11], q[10]
Gate(10843)	cx q[4], q[11]
Gate(10844)	cx q[10], q[4]
Gate(10845)	 h q[11]
Gate(10846)	 h q[12]
Gate(10847)	 t q[3]
Gate(10848)	 t q[11]
Gate(10849)	 t q[12]
Gate(10850)	cx q[11], q[3]
Gate(10851)	cx q[12], q[11]
Gate(10852)	cx q[3], q[12]
Gate(10853)	tdg q[11]
Gate(10854)	cx q[3], q[11]
Gate(10855)	tdg q[3]
Gate(10856)	tdg q[11]
Gate(10857)	 t q[12]
Gate(10858)	cx q[12], q[11]
Gate(10859)	cx q[3], q[12]
Gate(10860)	cx q[11], q[3]
Gate(10861)	 h q[12]
Gate(10862)	 h q[13]
