
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	cx q[4], q[0]
Gate( 1607)	cx q[2], q[7]
Gate( 1608)	 h q[6]
Gate( 1609)	 h q[8]
Gate( 1610)	 t q[5]
Gate( 1611)	 t q[6]
Gate( 1612)	 t q[8]
Gate( 1613)	cx q[6], q[5]
Gate( 1614)	cx q[8], q[6]
Gate( 1615)	cx q[5], q[8]
Gate( 1616)	tdg q[6]
Gate( 1617)	cx q[5], q[6]
Gate( 1618)	tdg q[5]
Gate( 1619)	tdg q[6]
Gate( 1620)	 t q[8]
Gate( 1621)	cx q[8], q[6]
Gate( 1622)	cx q[5], q[8]
Gate( 1623)	cx q[6], q[5]
Gate( 1624)	 h q[8]
Gate( 1625)	 h q[3]
Gate( 1626)	 t q[4]
Gate( 1627)	 t q[8]
Gate( 1628)	 t q[3]
Gate( 1629)	cx q[8], q[4]
Gate( 1630)	cx q[3], q[8]
Gate( 1631)	cx q[4], q[3]
Gate( 1632)	tdg q[8]
Gate( 1633)	cx q[4], q[8]
Gate( 1634)	tdg q[4]
Gate( 1635)	tdg q[8]
Gate( 1636)	 t q[3]
Gate( 1637)	cx q[3], q[8]
Gate( 1638)	cx q[4], q[3]
Gate( 1639)	cx q[8], q[4]
Gate( 1640)	 h q[3]
Gate( 1641)	 h q[8]
Gate( 1642)	 t q[5]
Gate( 1643)	 t q[6]
Gate( 1644)	 t q[8]
Gate( 1645)	cx q[6], q[5]
Gate( 1646)	cx q[8], q[6]
Gate( 1647)	cx q[5], q[8]
Gate( 1648)	tdg q[6]
Gate( 1649)	cx q[5], q[6]
Gate( 1650)	tdg q[5]
Gate( 1651)	tdg q[6]
Gate( 1652)	 t q[8]
Gate( 1653)	cx q[8], q[6]
Gate( 1654)	cx q[5], q[8]
Gate( 1655)	cx q[6], q[5]
Gate( 1656)	 h q[8]
Gate( 1657)	 h q[6]
Gate( 1658)	 t q[7]
Gate( 1659)	 t q[2]
Gate( 1660)	 t q[6]
Gate( 1661)	cx q[2], q[7]
Gate( 1662)	cx q[6], q[2]
Gate( 1663)	cx q[7], q[6]
Gate( 1664)	tdg q[2]
Gate( 1665)	cx q[7], q[2]
Gate( 1666)	tdg q[7]
Gate( 1667)	tdg q[2]
Gate( 1668)	 t q[6]
Gate( 1669)	cx q[6], q[2]
Gate( 1670)	cx q[7], q[6]
Gate( 1671)	cx q[2], q[7]
Gate( 1672)	 h q[6]
Gate( 1673)	 h q[2]
Gate( 1674)	 t q[10]
Gate( 1675)	 t q[9]
Gate( 1676)	 t q[2]
Gate( 1677)	cx q[9], q[10]
Gate( 1678)	cx q[2], q[9]
Gate( 1679)	cx q[10], q[2]
Gate( 1680)	tdg q[9]
Gate( 1681)	cx q[10], q[9]
Gate( 1682)	tdg q[10]
Gate( 1683)	tdg q[9]
Gate( 1684)	 t q[2]
Gate( 1685)	cx q[2], q[9]
Gate( 1686)	cx q[10], q[2]
Gate( 1687)	cx q[9], q[10]
Gate( 1688)	 h q[2]
Gate( 1689)	 h q[6]
Gate( 1690)	 t q[7]
Gate( 1691)	 t q[2]
Gate( 1692)	 t q[6]
Gate( 1693)	cx q[2], q[7]
Gate( 1694)	cx q[6], q[2]
Gate( 1695)	cx q[7], q[6]
Gate( 1696)	tdg q[2]
Gate( 1697)	cx q[7], q[2]
Gate( 1698)	tdg q[7]
Gate( 1699)	tdg q[2]
Gate( 1700)	 t q[6]
Gate( 1701)	cx q[6], q[2]
Gate( 1702)	cx q[7], q[6]
Gate( 1703)	cx q[2], q[7]
Gate( 1704)	 h q[6]
Gate( 1705)	 h q[8]
Gate( 1706)	 t q[5]
Gate( 1707)	 t q[6]
Gate( 1708)	 t q[8]
Gate( 1709)	cx q[6], q[5]
Gate( 1710)	cx q[8], q[6]
Gate( 1711)	cx q[5], q[8]
Gate( 1712)	tdg q[6]
Gate( 1713)	cx q[5], q[6]
Gate( 1714)	tdg q[5]
Gate( 1715)	tdg q[6]
Gate( 1716)	 t q[8]
Gate( 1717)	cx q[8], q[6]
Gate( 1718)	cx q[5], q[8]
Gate( 1719)	cx q[6], q[5]
Gate( 1720)	 h q[8]
Gate( 1721)	 h q[1]
Gate( 1722)	 t q[4]
Gate( 1723)	 t q[9]
Gate( 1724)	 t q[1]
Gate( 1725)	cx q[9], q[4]
Gate( 1726)	cx q[1], q[9]
Gate( 1727)	cx q[4], q[1]
Gate( 1728)	tdg q[9]
Gate( 1729)	cx q[4], q[9]
Gate( 1730)	tdg q[4]
Gate( 1731)	tdg q[9]
Gate( 1732)	 t q[1]
Gate( 1733)	cx q[1], q[9]
Gate( 1734)	cx q[4], q[1]
Gate( 1735)	cx q[9], q[4]
Gate( 1736)	 h q[1]
Gate( 1737)	 h q[9]
Gate( 1738)	 t q[10]
Gate( 1739)	 t q[7]
Gate( 1740)	 t q[9]
Gate( 1741)	cx q[7], q[10]
Gate( 1742)	cx q[9], q[7]
Gate( 1743)	cx q[10], q[9]
Gate( 1744)	tdg q[7]
Gate( 1745)	cx q[10], q[7]
Gate( 1746)	tdg q[10]
Gate( 1747)	tdg q[7]
Gate( 1748)	 t q[9]
Gate( 1749)	cx q[9], q[7]
Gate( 1750)	cx q[10], q[9]
Gate( 1751)	cx q[7], q[10]
Gate( 1752)	 h q[9]
Gate( 1753)	 h q[1]
Gate( 1754)	 t q[4]
Gate( 1755)	 t q[9]
Gate( 1756)	 t q[1]
Gate( 1757)	cx q[9], q[4]
Gate( 1758)	cx q[1], q[9]
Gate( 1759)	cx q[4], q[1]
Gate( 1760)	tdg q[9]
Gate( 1761)	cx q[4], q[9]
Gate( 1762)	tdg q[4]
Gate( 1763)	tdg q[9]
Gate( 1764)	 t q[1]
Gate( 1765)	cx q[1], q[9]
Gate( 1766)	cx q[4], q[1]
Gate( 1767)	cx q[9], q[4]
Gate( 1768)	 h q[1]
Gate( 1769)	 h q[9]
Gate( 1770)	 t q[10]
Gate( 1771)	 t q[7]
Gate( 1772)	 t q[9]
Gate( 1773)	cx q[7], q[10]
Gate( 1774)	cx q[9], q[7]
Gate( 1775)	cx q[10], q[9]
Gate( 1776)	tdg q[7]
Gate( 1777)	cx q[10], q[7]
Gate( 1778)	tdg q[10]
Gate( 1779)	tdg q[7]
Gate( 1780)	 t q[9]
Gate( 1781)	cx q[9], q[7]
Gate( 1782)	cx q[10], q[9]
Gate( 1783)	cx q[7], q[10]
Gate( 1784)	 h q[9]
Gate( 1785)	 h q[3]
Gate( 1786)	 t q[4]
Gate( 1787)	 t q[6]
Gate( 1788)	 t q[3]
Gate( 1789)	cx q[6], q[4]
Gate( 1790)	cx q[3], q[6]
Gate( 1791)	cx q[4], q[3]
Gate( 1792)	tdg q[6]
Gate( 1793)	cx q[4], q[6]
Gate( 1794)	tdg q[4]
Gate( 1795)	tdg q[6]
Gate( 1796)	 t q[3]
Gate( 1797)	cx q[3], q[6]
Gate( 1798)	cx q[4], q[3]
Gate( 1799)	cx q[6], q[4]
Gate( 1800)	 h q[3]
Gate( 1801)	 h q[6]
Gate( 1802)	 t q[7]
Gate( 1803)	 t q[5]
Gate( 1804)	 t q[6]
Gate( 1805)	cx q[5], q[7]
Gate( 1806)	cx q[6], q[5]
Gate( 1807)	cx q[7], q[6]
Gate( 1808)	tdg q[5]
Gate( 1809)	cx q[7], q[5]
Gate( 1810)	tdg q[7]
Gate( 1811)	tdg q[5]
Gate( 1812)	 t q[6]
Gate( 1813)	cx q[6], q[5]
Gate( 1814)	cx q[7], q[6]
Gate( 1815)	cx q[5], q[7]
Gate( 1816)	 h q[6]
Gate( 1817)	 h q[5]
Gate( 1818)	 t q[8]
Gate( 1819)	 t q[2]
Gate( 1820)	 t q[5]
Gate( 1821)	cx q[2], q[8]
Gate( 1822)	cx q[5], q[2]
Gate( 1823)	cx q[8], q[5]
Gate( 1824)	tdg q[2]
Gate( 1825)	cx q[8], q[2]
Gate( 1826)	tdg q[8]
Gate( 1827)	tdg q[2]
Gate( 1828)	 t q[5]
Gate( 1829)	cx q[5], q[2]
Gate( 1830)	cx q[8], q[5]
Gate( 1831)	cx q[2], q[8]
Gate( 1832)	 h q[5]
Gate( 1833)	 h q[2]
Gate( 1834)	 t q[10]
Gate( 1835)	 t q[9]
Gate( 1836)	 t q[2]
Gate( 1837)	cx q[9], q[10]
Gate( 1838)	cx q[2], q[9]
Gate( 1839)	cx q[10], q[2]
Gate( 1840)	tdg q[9]
Gate( 1841)	cx q[10], q[9]
Gate( 1842)	tdg q[10]
Gate( 1843)	tdg q[9]
Gate( 1844)	 t q[2]
Gate( 1845)	cx q[2], q[9]
Gate( 1846)	cx q[10], q[2]
Gate( 1847)	cx q[9], q[10]
Gate( 1848)	 h q[2]
Gate( 1849)	 h q[5]
Gate( 1850)	 t q[8]
Gate( 1851)	 t q[2]
Gate( 1852)	 t q[5]
Gate( 1853)	cx q[2], q[8]
Gate( 1854)	cx q[5], q[2]
Gate( 1855)	cx q[8], q[5]
Gate( 1856)	tdg q[2]
Gate( 1857)	cx q[8], q[2]
Gate( 1858)	tdg q[8]
Gate( 1859)	tdg q[2]
Gate( 1860)	 t q[5]
Gate( 1861)	cx q[5], q[2]
Gate( 1862)	cx q[8], q[5]
Gate( 1863)	cx q[2], q[8]
Gate( 1864)	 h q[5]
Gate( 1865)	 h q[6]
Gate( 1866)	 t q[7]
Gate( 1867)	 t q[5]
Gate( 1868)	 t q[6]
Gate( 1869)	cx q[5], q[7]
Gate( 1870)	cx q[6], q[5]
Gate( 1871)	cx q[7], q[6]
Gate( 1872)	tdg q[5]
Gate( 1873)	cx q[7], q[5]
Gate( 1874)	tdg q[7]
Gate( 1875)	tdg q[5]
Gate( 1876)	 t q[6]
Gate( 1877)	cx q[6], q[5]
Gate( 1878)	cx q[7], q[6]
Gate( 1879)	cx q[5], q[7]
Gate( 1880)	 h q[6]
Gate( 1881)	 h q[3]
Gate( 1882)	 t q[4]
Gate( 1883)	 t q[6]
Gate( 1884)	 t q[3]
Gate( 1885)	cx q[6], q[4]
Gate( 1886)	cx q[3], q[6]
Gate( 1887)	cx q[4], q[3]
Gate( 1888)	tdg q[6]
Gate( 1889)	cx q[4], q[6]
Gate( 1890)	tdg q[4]
Gate( 1891)	tdg q[6]
Gate( 1892)	 t q[3]
Gate( 1893)	cx q[3], q[6]
Gate( 1894)	cx q[4], q[3]
Gate( 1895)	cx q[6], q[4]
Gate( 1896)	 h q[3]
Gate( 1897)	 h q[6]
Gate( 1898)	 t q[7]
Gate( 1899)	 t q[5]
Gate( 1900)	 t q[6]
Gate( 1901)	cx q[5], q[7]
Gate( 1902)	cx q[6], q[5]
Gate( 1903)	cx q[7], q[6]
Gate( 1904)	tdg q[5]
Gate( 1905)	cx q[7], q[5]
Gate( 1906)	tdg q[7]
Gate( 1907)	tdg q[5]
Gate( 1908)	 t q[6]
Gate( 1909)	cx q[6], q[5]
Gate( 1910)	cx q[7], q[6]
Gate( 1911)	cx q[5], q[7]
Gate( 1912)	 h q[6]
Gate( 1913)	 h q[5]
Gate( 1914)	 t q[8]
Gate( 1915)	 t q[2]
Gate( 1916)	 t q[5]
Gate( 1917)	cx q[2], q[8]
Gate( 1918)	cx q[5], q[2]
Gate( 1919)	cx q[8], q[5]
Gate( 1920)	tdg q[2]
Gate( 1921)	cx q[8], q[2]
Gate( 1922)	tdg q[8]
Gate( 1923)	tdg q[2]
Gate( 1924)	 t q[5]
Gate( 1925)	cx q[5], q[2]
Gate( 1926)	cx q[8], q[5]
Gate( 1927)	cx q[2], q[8]
Gate( 1928)	 h q[5]
Gate( 1929)	 h q[2]
Gate( 1930)	 t q[10]
Gate( 1931)	 t q[9]
Gate( 1932)	 t q[2]
Gate( 1933)	cx q[9], q[10]
Gate( 1934)	cx q[2], q[9]
Gate( 1935)	cx q[10], q[2]
Gate( 1936)	tdg q[9]
Gate( 1937)	cx q[10], q[9]
Gate( 1938)	tdg q[10]
Gate( 1939)	tdg q[9]
Gate( 1940)	 t q[2]
Gate( 1941)	cx q[2], q[9]
Gate( 1942)	cx q[10], q[2]
Gate( 1943)	cx q[9], q[10]
Gate( 1944)	 h q[2]
Gate( 1945)	 h q[5]
Gate( 1946)	 t q[8]
Gate( 1947)	 t q[2]
Gate( 1948)	 t q[5]
Gate( 1949)	cx q[2], q[8]
Gate( 1950)	cx q[5], q[2]
Gate( 1951)	cx q[8], q[5]
Gate( 1952)	tdg q[2]
Gate( 1953)	cx q[8], q[2]
Gate( 1954)	tdg q[8]
Gate( 1955)	tdg q[2]
Gate( 1956)	 t q[5]
Gate( 1957)	cx q[5], q[2]
Gate( 1958)	cx q[8], q[5]
Gate( 1959)	cx q[2], q[8]
Gate( 1960)	 h q[5]
Gate( 1961)	 h q[6]
Gate( 1962)	 t q[7]
Gate( 1963)	 t q[5]
Gate( 1964)	 t q[6]
Gate( 1965)	cx q[5], q[7]
Gate( 1966)	cx q[6], q[5]
Gate( 1967)	cx q[7], q[6]
Gate( 1968)	tdg q[5]
Gate( 1969)	cx q[7], q[5]
Gate( 1970)	tdg q[7]
Gate( 1971)	tdg q[5]
Gate( 1972)	 t q[6]
Gate( 1973)	cx q[6], q[5]
Gate( 1974)	cx q[7], q[6]
Gate( 1975)	cx q[5], q[7]
Gate( 1976)	 h q[6]
Gate( 1977)	 h q[2]
Gate( 1978)	 t q[4]
Gate( 1979)	 t q[9]
Gate( 1980)	 t q[2]
Gate( 1981)	cx q[9], q[4]
Gate( 1982)	cx q[2], q[9]
Gate( 1983)	cx q[4], q[2]
Gate( 1984)	tdg q[9]
Gate( 1985)	cx q[4], q[9]
Gate( 1986)	tdg q[4]
Gate( 1987)	tdg q[9]
Gate( 1988)	 t q[2]
Gate( 1989)	cx q[2], q[9]
Gate( 1990)	cx q[4], q[2]
Gate( 1991)	cx q[9], q[4]
Gate( 1992)	 h q[2]
Gate( 1993)	 h q[9]
Gate( 1994)	 t q[7]
Gate( 1995)	 t q[6]
Gate( 1996)	 t q[9]
Gate( 1997)	cx q[6], q[7]
Gate( 1998)	cx q[9], q[6]
Gate( 1999)	cx q[7], q[9]
Gate( 2000)	tdg q[6]
Gate( 2001)	cx q[7], q[6]
Gate( 2002)	tdg q[7]
Gate( 2003)	tdg q[6]
Gate( 2004)	 t q[9]
Gate( 2005)	cx q[9], q[6]
Gate( 2006)	cx q[7], q[9]
Gate( 2007)	cx q[6], q[7]
Gate( 2008)	 h q[9]
Gate( 2009)	 h q[6]
Gate( 2010)	 t q[10]
Gate( 2011)	 t q[8]
Gate( 2012)	 t q[6]
Gate( 2013)	cx q[8], q[10]
Gate( 2014)	cx q[6], q[8]
Gate( 2015)	cx q[10], q[6]
Gate( 2016)	tdg q[8]
Gate( 2017)	cx q[10], q[8]
Gate( 2018)	tdg q[10]
Gate( 2019)	tdg q[8]
Gate( 2020)	 t q[6]
Gate( 2021)	cx q[6], q[8]
Gate( 2022)	cx q[10], q[6]
Gate( 2023)	cx q[8], q[10]
Gate( 2024)	 h q[6]
Gate( 2025)	 h q[9]
Gate( 2026)	 t q[7]
Gate( 2027)	 t q[6]
Gate( 2028)	 t q[9]
Gate( 2029)	cx q[6], q[7]
Gate( 2030)	cx q[9], q[6]
Gate( 2031)	cx q[7], q[9]
Gate( 2032)	tdg q[6]
Gate( 2033)	cx q[7], q[6]
Gate( 2034)	tdg q[7]
Gate( 2035)	tdg q[6]
Gate( 2036)	 t q[9]
Gate( 2037)	cx q[9], q[6]
Gate( 2038)	cx q[7], q[9]
Gate( 2039)	cx q[6], q[7]
Gate( 2040)	 h q[9]
Gate( 2041)	 h q[2]
Gate( 2042)	 t q[4]
Gate( 2043)	 t q[9]
Gate( 2044)	 t q[2]
Gate( 2045)	cx q[9], q[4]
Gate( 2046)	cx q[2], q[9]
Gate( 2047)	cx q[4], q[2]
Gate( 2048)	tdg q[9]
Gate( 2049)	cx q[4], q[9]
Gate( 2050)	tdg q[4]
Gate( 2051)	tdg q[9]
Gate( 2052)	 t q[2]
Gate( 2053)	cx q[2], q[9]
Gate( 2054)	cx q[4], q[2]
Gate( 2055)	cx q[9], q[4]
Gate( 2056)	 h q[2]
Gate( 2057)	 h q[9]
Gate( 2058)	 t q[7]
Gate( 2059)	 t q[6]
Gate( 2060)	 t q[9]
Gate( 2061)	cx q[6], q[7]
Gate( 2062)	cx q[9], q[6]
Gate( 2063)	cx q[7], q[9]
Gate( 2064)	tdg q[6]
Gate( 2065)	cx q[7], q[6]
Gate( 2066)	tdg q[7]
Gate( 2067)	tdg q[6]
Gate( 2068)	 t q[9]
Gate( 2069)	cx q[9], q[6]
Gate( 2070)	cx q[7], q[9]
Gate( 2071)	cx q[6], q[7]
Gate( 2072)	 h q[9]
Gate( 2073)	 h q[6]
Gate( 2074)	 t q[10]
Gate( 2075)	 t q[8]
Gate( 2076)	 t q[6]
Gate( 2077)	cx q[8], q[10]
Gate( 2078)	cx q[6], q[8]
Gate( 2079)	cx q[10], q[6]
Gate( 2080)	tdg q[8]
Gate( 2081)	cx q[10], q[8]
Gate( 2082)	tdg q[10]
Gate( 2083)	tdg q[8]
Gate( 2084)	 t q[6]
Gate( 2085)	cx q[6], q[8]
Gate( 2086)	cx q[10], q[6]
Gate( 2087)	cx q[8], q[10]
Gate( 2088)	 h q[6]
Gate( 2089)	 h q[9]
Gate( 2090)	 t q[7]
Gate( 2091)	 t q[6]
Gate( 2092)	 t q[9]
Gate( 2093)	cx q[6], q[7]
Gate( 2094)	cx q[9], q[6]
Gate( 2095)	cx q[7], q[9]
Gate( 2096)	tdg q[6]
Gate( 2097)	cx q[7], q[6]
Gate( 2098)	tdg q[7]
Gate( 2099)	tdg q[6]
Gate( 2100)	 t q[9]
Gate( 2101)	cx q[9], q[6]
Gate( 2102)	cx q[7], q[9]
Gate( 2103)	cx q[6], q[7]
Gate( 2104)	 h q[9]
Gate( 2105)	 h q[3]
Gate( 2106)	 t q[4]
Gate( 2107)	 t q[9]
Gate( 2108)	 t q[3]
Gate( 2109)	cx q[9], q[4]
Gate( 2110)	cx q[3], q[9]
Gate( 2111)	cx q[4], q[3]
Gate( 2112)	tdg q[9]
Gate( 2113)	cx q[4], q[9]
Gate( 2114)	tdg q[4]
Gate( 2115)	tdg q[9]
Gate( 2116)	 t q[3]
Gate( 2117)	cx q[3], q[9]
Gate( 2118)	cx q[4], q[3]
Gate( 2119)	cx q[9], q[4]
Gate( 2120)	 h q[3]
Gate( 2121)	 h q[9]
Gate( 2122)	 t q[5]
Gate( 2123)	 t q[8]
Gate( 2124)	 t q[9]
Gate( 2125)	cx q[8], q[5]
Gate( 2126)	cx q[9], q[8]
Gate( 2127)	cx q[5], q[9]
Gate( 2128)	tdg q[8]
Gate( 2129)	cx q[5], q[8]
Gate( 2130)	tdg q[5]
Gate( 2131)	tdg q[8]
Gate( 2132)	 t q[9]
Gate( 2133)	cx q[9], q[8]
Gate( 2134)	cx q[5], q[9]
Gate( 2135)	cx q[8], q[5]
Gate( 2136)	 h q[9]
Gate( 2137)	 h q[8]
Gate( 2138)	 t q[6]
Gate( 2139)	 t q[2]
Gate( 2140)	 t q[8]
Gate( 2141)	cx q[2], q[6]
Gate( 2142)	cx q[8], q[2]
Gate( 2143)	cx q[6], q[8]
Gate( 2144)	tdg q[2]
Gate( 2145)	cx q[6], q[2]
Gate( 2146)	tdg q[6]
Gate( 2147)	tdg q[2]
Gate( 2148)	 t q[8]
Gate( 2149)	cx q[8], q[2]
Gate( 2150)	cx q[6], q[8]
Gate( 2151)	cx q[2], q[6]
Gate( 2152)	 h q[8]
Gate( 2153)	 h q[2]
Gate( 2154)	 t q[10]
Gate( 2155)	 t q[7]
Gate( 2156)	 t q[2]
Gate( 2157)	cx q[7], q[10]
Gate( 2158)	cx q[2], q[7]
Gate( 2159)	cx q[10], q[2]
Gate( 2160)	tdg q[7]
Gate( 2161)	cx q[10], q[7]
Gate( 2162)	tdg q[10]
Gate( 2163)	tdg q[7]
Gate( 2164)	 t q[2]
Gate( 2165)	cx q[2], q[7]
Gate( 2166)	cx q[10], q[2]
Gate( 2167)	cx q[7], q[10]
Gate( 2168)	 h q[2]
Gate( 2169)	 h q[8]
Gate( 2170)	 t q[6]
Gate( 2171)	 t q[2]
Gate( 2172)	 t q[8]
Gate( 2173)	cx q[2], q[6]
Gate( 2174)	cx q[8], q[2]
Gate( 2175)	cx q[6], q[8]
Gate( 2176)	tdg q[2]
Gate( 2177)	cx q[6], q[2]
Gate( 2178)	tdg q[6]
Gate( 2179)	tdg q[2]
Gate( 2180)	 t q[8]
Gate( 2181)	cx q[8], q[2]
Gate( 2182)	cx q[6], q[8]
Gate( 2183)	cx q[2], q[6]
Gate( 2184)	 h q[8]
Gate( 2185)	 h q[9]
Gate( 2186)	 t q[5]
Gate( 2187)	 t q[8]
Gate( 2188)	 t q[9]
Gate( 2189)	cx q[8], q[5]
Gate( 2190)	cx q[9], q[8]
Gate( 2191)	cx q[5], q[9]
Gate( 2192)	tdg q[8]
Gate( 2193)	cx q[5], q[8]
Gate( 2194)	tdg q[5]
Gate( 2195)	tdg q[8]
Gate( 2196)	 t q[9]
Gate( 2197)	cx q[9], q[8]
Gate( 2198)	cx q[5], q[9]
Gate( 2199)	cx q[8], q[5]
Gate( 2200)	 h q[9]
Gate( 2201)	 h q[3]
Gate( 2202)	 t q[4]
Gate( 2203)	 t q[9]
Gate( 2204)	 t q[3]
Gate( 2205)	cx q[9], q[4]
Gate( 2206)	cx q[3], q[9]
Gate( 2207)	cx q[4], q[3]
Gate( 2208)	tdg q[9]
Gate( 2209)	cx q[4], q[9]
Gate( 2210)	tdg q[4]
Gate( 2211)	tdg q[9]
Gate( 2212)	 t q[3]
Gate( 2213)	cx q[3], q[9]
Gate( 2214)	cx q[4], q[3]
Gate( 2215)	cx q[9], q[4]
Gate( 2216)	 h q[3]
Gate( 2217)	 h q[9]
Gate( 2218)	 t q[5]
Gate( 2219)	 t q[8]
Gate( 2220)	 t q[9]
Gate( 2221)	cx q[8], q[5]
Gate( 2222)	cx q[9], q[8]
Gate( 2223)	cx q[5], q[9]
Gate( 2224)	tdg q[8]
Gate( 2225)	cx q[5], q[8]
Gate( 2226)	tdg q[5]
Gate( 2227)	tdg q[8]
Gate( 2228)	 t q[9]
Gate( 2229)	cx q[9], q[8]
Gate( 2230)	cx q[5], q[9]
Gate( 2231)	cx q[8], q[5]
Gate( 2232)	 h q[9]
Gate( 2233)	 h q[8]
Gate( 2234)	 t q[6]
Gate( 2235)	 t q[2]
Gate( 2236)	 t q[8]
Gate( 2237)	cx q[2], q[6]
Gate( 2238)	cx q[8], q[2]
Gate( 2239)	cx q[6], q[8]
Gate( 2240)	tdg q[2]
Gate( 2241)	cx q[6], q[2]
Gate( 2242)	tdg q[6]
Gate( 2243)	tdg q[2]
Gate( 2244)	 t q[8]
Gate( 2245)	cx q[8], q[2]
Gate( 2246)	cx q[6], q[8]
Gate( 2247)	cx q[2], q[6]
Gate( 2248)	 h q[8]
Gate( 2249)	 h q[2]
Gate( 2250)	 t q[10]
Gate( 2251)	 t q[7]
Gate( 2252)	 t q[2]
Gate( 2253)	cx q[7], q[10]
Gate( 2254)	cx q[2], q[7]
Gate( 2255)	cx q[10], q[2]
Gate( 2256)	tdg q[7]
Gate( 2257)	cx q[10], q[7]
Gate( 2258)	tdg q[10]
Gate( 2259)	tdg q[7]
Gate( 2260)	 t q[2]
Gate( 2261)	cx q[2], q[7]
Gate( 2262)	cx q[10], q[2]
Gate( 2263)	cx q[7], q[10]
Gate( 2264)	 h q[2]
Gate( 2265)	 h q[8]
Gate( 2266)	 t q[6]
Gate( 2267)	 t q[2]
Gate( 2268)	 t q[8]
Gate( 2269)	cx q[2], q[6]
Gate( 2270)	cx q[8], q[2]
Gate( 2271)	cx q[6], q[8]
Gate( 2272)	tdg q[2]
Gate( 2273)	cx q[6], q[2]
Gate( 2274)	tdg q[6]
Gate( 2275)	tdg q[2]
Gate( 2276)	 t q[8]
Gate( 2277)	cx q[8], q[2]
Gate( 2278)	cx q[6], q[8]
Gate( 2279)	cx q[2], q[6]
Gate( 2280)	 h q[8]
Gate( 2281)	 h q[9]
Gate( 2282)	 t q[5]
Gate( 2283)	 t q[8]
Gate( 2284)	 t q[9]
Gate( 2285)	cx q[8], q[5]
Gate( 2286)	cx q[9], q[8]
Gate( 2287)	cx q[5], q[9]
Gate( 2288)	tdg q[8]
Gate( 2289)	cx q[5], q[8]
Gate( 2290)	tdg q[5]
Gate( 2291)	tdg q[8]
Gate( 2292)	 t q[9]
Gate( 2293)	cx q[9], q[8]
Gate( 2294)	cx q[5], q[9]
Gate( 2295)	cx q[8], q[5]
Gate( 2296)	 h q[9]
Gate( 2297)	cx q[9], q[2]
Gate( 2298)	 x q[6]
Gate( 2299)	 h q[3]
Gate( 2300)	 t q[4]
Gate( 2301)	 t q[9]
Gate( 2302)	 t q[3]
Gate( 2303)	cx q[9], q[4]
Gate( 2304)	cx q[3], q[9]
Gate( 2305)	cx q[4], q[3]
Gate( 2306)	tdg q[9]
Gate( 2307)	cx q[4], q[9]
Gate( 2308)	tdg q[4]
Gate( 2309)	tdg q[9]
Gate( 2310)	 t q[3]
Gate( 2311)	cx q[3], q[9]
Gate( 2312)	cx q[4], q[3]
Gate( 2313)	cx q[9], q[4]
Gate( 2314)	 h q[3]
Gate( 2315)	 h q[9]
Gate( 2316)	 t q[6]
Gate( 2317)	 t q[5]
Gate( 2318)	 t q[9]
Gate( 2319)	cx q[5], q[6]
Gate( 2320)	cx q[9], q[5]
Gate( 2321)	cx q[6], q[9]
Gate( 2322)	tdg q[5]
Gate( 2323)	cx q[6], q[5]
Gate( 2324)	tdg q[6]
Gate( 2325)	tdg q[5]
Gate( 2326)	 t q[9]
Gate( 2327)	cx q[9], q[5]
Gate( 2328)	cx q[6], q[9]
Gate( 2329)	cx q[5], q[6]
Gate( 2330)	 h q[9]
Gate( 2331)	 h q[5]
Gate( 2332)	 t q[7]
Gate( 2333)	 t q[2]
Gate( 2334)	 t q[5]
Gate( 2335)	cx q[2], q[7]
Gate( 2336)	cx q[5], q[2]
Gate( 2337)	cx q[7], q[5]
Gate( 2338)	tdg q[2]
Gate( 2339)	cx q[7], q[2]
Gate( 2340)	tdg q[7]
Gate( 2341)	tdg q[2]
Gate( 2342)	 t q[5]
Gate( 2343)	cx q[5], q[2]
Gate( 2344)	cx q[7], q[5]
Gate( 2345)	cx q[2], q[7]
Gate( 2346)	 h q[5]
Gate( 2347)	 h q[2]
Gate( 2348)	 t q[10]
Gate( 2349)	 t q[8]
Gate( 2350)	 t q[2]
Gate( 2351)	cx q[8], q[10]
Gate( 2352)	cx q[2], q[8]
Gate( 2353)	cx q[10], q[2]
Gate( 2354)	tdg q[8]
Gate( 2355)	cx q[10], q[8]
Gate( 2356)	tdg q[10]
Gate( 2357)	tdg q[8]
Gate( 2358)	 t q[2]
Gate( 2359)	cx q[2], q[8]
Gate( 2360)	cx q[10], q[2]
Gate( 2361)	cx q[8], q[10]
Gate( 2362)	 h q[2]
Gate( 2363)	 h q[5]
Gate( 2364)	 t q[7]
Gate( 2365)	 t q[2]
Gate( 2366)	 t q[5]
Gate( 2367)	cx q[2], q[7]
Gate( 2368)	cx q[5], q[2]
Gate( 2369)	cx q[7], q[5]
Gate( 2370)	tdg q[2]
Gate( 2371)	cx q[7], q[2]
Gate( 2372)	tdg q[7]
Gate( 2373)	tdg q[2]
Gate( 2374)	 t q[5]
Gate( 2375)	cx q[5], q[2]
Gate( 2376)	cx q[7], q[5]
Gate( 2377)	cx q[2], q[7]
Gate( 2378)	 h q[5]
Gate( 2379)	 h q[9]
Gate( 2380)	 t q[6]
Gate( 2381)	 t q[5]
Gate( 2382)	 t q[9]
Gate( 2383)	cx q[5], q[6]
