
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	cx q[10], q[2]
Gate( 7308)	tdg q[7]
Gate( 7309)	cx q[5], q[7]
Gate( 7310)	tdg q[5]
Gate( 7311)	tdg q[7]
Gate( 7312)	 t q[10]
Gate( 7313)	cx q[10], q[7]
Gate( 7314)	cx q[5], q[10]
Gate( 7315)	cx q[7], q[5]
Gate( 7316)	 h q[10]
Gate( 7317)	 h q[7]
Gate( 7318)	 t q[6]
Gate( 7319)	 t q[3]
Gate( 7320)	 t q[7]
Gate( 7321)	cx q[3], q[6]
Gate( 7322)	cx q[7], q[3]
Gate( 7323)	cx q[6], q[7]
Gate( 7324)	tdg q[3]
Gate( 7325)	cx q[6], q[3]
Gate( 7326)	tdg q[6]
Gate( 7327)	tdg q[3]
Gate( 7328)	 t q[7]
Gate( 7329)	cx q[7], q[3]
Gate( 7330)	cx q[6], q[7]
Gate( 7331)	cx q[3], q[6]
Gate( 7332)	 h q[7]
Gate( 7333)	 h q[3]
Gate( 7334)	 t q[8]
Gate( 7335)	 t q[2]
Gate( 7336)	 t q[3]
Gate( 7337)	cx q[2], q[8]
Gate( 7338)	cx q[3], q[2]
Gate( 7339)	cx q[8], q[3]
Gate( 7340)	tdg q[2]
Gate( 7341)	cx q[8], q[2]
Gate( 7342)	tdg q[8]
Gate( 7343)	tdg q[2]
Gate( 7344)	 t q[3]
Gate( 7345)	cx q[3], q[2]
Gate( 7346)	cx q[8], q[3]
Gate( 7347)	cx q[2], q[8]
Gate( 7348)	 h q[3]
Gate( 7349)	 h q[2]
Gate( 7350)	 t q[11]
Gate( 7351)	 t q[9]
Gate( 7352)	 t q[2]
Gate( 7353)	cx q[9], q[11]
Gate( 7354)	cx q[2], q[9]
Gate( 7355)	cx q[11], q[2]
Gate( 7356)	tdg q[9]
Gate( 7357)	cx q[11], q[9]
Gate( 7358)	tdg q[11]
Gate( 7359)	tdg q[9]
Gate( 7360)	 t q[2]
Gate( 7361)	cx q[2], q[9]
Gate( 7362)	cx q[11], q[2]
Gate( 7363)	cx q[9], q[11]
Gate( 7364)	 h q[2]
Gate( 7365)	 h q[3]
Gate( 7366)	 t q[8]
Gate( 7367)	 t q[2]
Gate( 7368)	 t q[3]
Gate( 7369)	cx q[2], q[8]
Gate( 7370)	cx q[3], q[2]
Gate( 7371)	cx q[8], q[3]
Gate( 7372)	tdg q[2]
Gate( 7373)	cx q[8], q[2]
Gate( 7374)	tdg q[8]
Gate( 7375)	tdg q[2]
Gate( 7376)	 t q[3]
Gate( 7377)	cx q[3], q[2]
Gate( 7378)	cx q[8], q[3]
Gate( 7379)	cx q[2], q[8]
Gate( 7380)	 h q[3]
Gate( 7381)	 h q[7]
Gate( 7382)	 t q[6]
Gate( 7383)	 t q[3]
Gate( 7384)	 t q[7]
Gate( 7385)	cx q[3], q[6]
Gate( 7386)	cx q[7], q[3]
Gate( 7387)	cx q[6], q[7]
Gate( 7388)	tdg q[3]
Gate( 7389)	cx q[6], q[3]
Gate( 7390)	tdg q[6]
Gate( 7391)	tdg q[3]
Gate( 7392)	 t q[7]
Gate( 7393)	cx q[7], q[3]
Gate( 7394)	cx q[6], q[7]
Gate( 7395)	cx q[3], q[6]
Gate( 7396)	 h q[7]
Gate( 7397)	 h q[10]
Gate( 7398)	 t q[5]
Gate( 7399)	 t q[7]
Gate( 7400)	 t q[10]
Gate( 7401)	cx q[7], q[5]
Gate( 7402)	cx q[10], q[7]
Gate( 7403)	cx q[5], q[10]
Gate( 7404)	tdg q[7]
Gate( 7405)	cx q[5], q[7]
Gate( 7406)	tdg q[5]
Gate( 7407)	tdg q[7]
Gate( 7408)	 t q[10]
Gate( 7409)	cx q[10], q[7]
Gate( 7410)	cx q[5], q[10]
Gate( 7411)	cx q[7], q[5]
Gate( 7412)	 h q[10]
Gate( 7413)	 x q[6]
Gate( 7414)	 x q[7]
Gate( 7415)	 h q[2]
Gate( 7416)	 t q[11]
Gate( 7417)	 t q[7]
Gate( 7418)	 t q[2]
Gate( 7419)	cx q[7], q[11]
Gate( 7420)	cx q[2], q[7]
Gate( 7421)	cx q[11], q[2]
Gate( 7422)	tdg q[7]
Gate( 7423)	cx q[11], q[7]
Gate( 7424)	tdg q[11]
Gate( 7425)	tdg q[7]
Gate( 7426)	 t q[2]
Gate( 7427)	cx q[2], q[7]
Gate( 7428)	cx q[11], q[2]
Gate( 7429)	cx q[7], q[11]
Gate( 7430)	 h q[2]
Gate( 7431)	 x q[8]
Gate( 7432)	 h q[0]
Gate( 7433)	 t q[5]
Gate( 7434)	 t q[10]
Gate( 7435)	 t q[0]
Gate( 7436)	cx q[10], q[5]
Gate( 7437)	cx q[0], q[10]
Gate( 7438)	cx q[5], q[0]
Gate( 7439)	tdg q[10]
Gate( 7440)	cx q[5], q[10]
Gate( 7441)	tdg q[5]
Gate( 7442)	tdg q[10]
Gate( 7443)	 t q[0]
Gate( 7444)	cx q[0], q[10]
Gate( 7445)	cx q[5], q[0]
Gate( 7446)	cx q[10], q[5]
Gate( 7447)	 h q[0]
Gate( 7448)	 h q[10]
Gate( 7449)	 t q[6]
Gate( 7450)	 t q[4]
Gate( 7451)	 t q[10]
Gate( 7452)	cx q[4], q[6]
Gate( 7453)	cx q[10], q[4]
Gate( 7454)	cx q[6], q[10]
Gate( 7455)	tdg q[4]
Gate( 7456)	cx q[6], q[4]
Gate( 7457)	tdg q[6]
Gate( 7458)	tdg q[4]
Gate( 7459)	 t q[10]
Gate( 7460)	cx q[10], q[4]
Gate( 7461)	cx q[6], q[10]
Gate( 7462)	cx q[4], q[6]
Gate( 7463)	 h q[10]
Gate( 7464)	 h q[4]
Gate( 7465)	 t q[7]
Gate( 7466)	 t q[3]
Gate( 7467)	 t q[4]
Gate( 7468)	cx q[3], q[7]
Gate( 7469)	cx q[4], q[3]
Gate( 7470)	cx q[7], q[4]
Gate( 7471)	tdg q[3]
Gate( 7472)	cx q[7], q[3]
Gate( 7473)	tdg q[7]
Gate( 7474)	tdg q[3]
Gate( 7475)	 t q[4]
Gate( 7476)	cx q[4], q[3]
Gate( 7477)	cx q[7], q[4]
Gate( 7478)	cx q[3], q[7]
Gate( 7479)	 h q[4]
Gate( 7480)	 h q[3]
Gate( 7481)	 t q[8]
Gate( 7482)	 t q[2]
Gate( 7483)	 t q[3]
Gate( 7484)	cx q[2], q[8]
Gate( 7485)	cx q[3], q[2]
Gate( 7486)	cx q[8], q[3]
Gate( 7487)	tdg q[2]
Gate( 7488)	cx q[8], q[2]
Gate( 7489)	tdg q[8]
Gate( 7490)	tdg q[2]
Gate( 7491)	 t q[3]
Gate( 7492)	cx q[3], q[2]
Gate( 7493)	cx q[8], q[3]
Gate( 7494)	cx q[2], q[8]
Gate( 7495)	 h q[3]
Gate( 7496)	 h q[2]
Gate( 7497)	 t q[11]
Gate( 7498)	 t q[9]
Gate( 7499)	 t q[2]
Gate( 7500)	cx q[9], q[11]
Gate( 7501)	cx q[2], q[9]
Gate( 7502)	cx q[11], q[2]
Gate( 7503)	tdg q[9]
Gate( 7504)	cx q[11], q[9]
Gate( 7505)	tdg q[11]
Gate( 7506)	tdg q[9]
Gate( 7507)	 t q[2]
Gate( 7508)	cx q[2], q[9]
Gate( 7509)	cx q[11], q[2]
Gate( 7510)	cx q[9], q[11]
Gate( 7511)	 h q[2]
Gate( 7512)	 h q[3]
Gate( 7513)	 t q[8]
Gate( 7514)	 t q[2]
Gate( 7515)	 t q[3]
Gate( 7516)	cx q[2], q[8]
Gate( 7517)	cx q[3], q[2]
Gate( 7518)	cx q[8], q[3]
Gate( 7519)	tdg q[2]
Gate( 7520)	cx q[8], q[2]
Gate( 7521)	tdg q[8]
Gate( 7522)	tdg q[2]
Gate( 7523)	 t q[3]
Gate( 7524)	cx q[3], q[2]
Gate( 7525)	cx q[8], q[3]
Gate( 7526)	cx q[2], q[8]
Gate( 7527)	 h q[3]
Gate( 7528)	 h q[4]
Gate( 7529)	 t q[7]
Gate( 7530)	 t q[3]
Gate( 7531)	 t q[4]
Gate( 7532)	cx q[3], q[7]
Gate( 7533)	cx q[4], q[3]
Gate( 7534)	cx q[7], q[4]
Gate( 7535)	tdg q[3]
Gate( 7536)	cx q[7], q[3]
Gate( 7537)	tdg q[7]
Gate( 7538)	tdg q[3]
Gate( 7539)	 t q[4]
Gate( 7540)	cx q[4], q[3]
Gate( 7541)	cx q[7], q[4]
Gate( 7542)	cx q[3], q[7]
Gate( 7543)	 h q[4]
Gate( 7544)	 h q[10]
Gate( 7545)	 t q[6]
Gate( 7546)	 t q[4]
Gate( 7547)	 t q[10]
Gate( 7548)	cx q[4], q[6]
Gate( 7549)	cx q[10], q[4]
Gate( 7550)	cx q[6], q[10]
Gate( 7551)	tdg q[4]
Gate( 7552)	cx q[6], q[4]
Gate( 7553)	tdg q[6]
Gate( 7554)	tdg q[4]
Gate( 7555)	 t q[10]
Gate( 7556)	cx q[10], q[4]
Gate( 7557)	cx q[6], q[10]
Gate( 7558)	cx q[4], q[6]
Gate( 7559)	 h q[10]
Gate( 7560)	 h q[0]
Gate( 7561)	 t q[5]
Gate( 7562)	 t q[10]
Gate( 7563)	 t q[0]
Gate( 7564)	cx q[10], q[5]
Gate( 7565)	cx q[0], q[10]
Gate( 7566)	cx q[5], q[0]
Gate( 7567)	tdg q[10]
Gate( 7568)	cx q[5], q[10]
Gate( 7569)	tdg q[5]
Gate( 7570)	tdg q[10]
Gate( 7571)	 t q[0]
Gate( 7572)	cx q[0], q[10]
Gate( 7573)	cx q[5], q[0]
Gate( 7574)	cx q[10], q[5]
Gate( 7575)	 h q[0]
Gate( 7576)	 h q[10]
Gate( 7577)	 t q[6]
Gate( 7578)	 t q[4]
Gate( 7579)	 t q[10]
Gate( 7580)	cx q[4], q[6]
Gate( 7581)	cx q[10], q[4]
Gate( 7582)	cx q[6], q[10]
Gate( 7583)	tdg q[4]
Gate( 7584)	cx q[6], q[4]
Gate( 7585)	tdg q[6]
Gate( 7586)	tdg q[4]
Gate( 7587)	 t q[10]
Gate( 7588)	cx q[10], q[4]
Gate( 7589)	cx q[6], q[10]
Gate( 7590)	cx q[4], q[6]
Gate( 7591)	 h q[10]
Gate( 7592)	 h q[4]
Gate( 7593)	 t q[7]
Gate( 7594)	 t q[3]
Gate( 7595)	 t q[4]
Gate( 7596)	cx q[3], q[7]
Gate( 7597)	cx q[4], q[3]
Gate( 7598)	cx q[7], q[4]
Gate( 7599)	tdg q[3]
Gate( 7600)	cx q[7], q[3]
Gate( 7601)	tdg q[7]
Gate( 7602)	tdg q[3]
Gate( 7603)	 t q[4]
Gate( 7604)	cx q[4], q[3]
Gate( 7605)	cx q[7], q[4]
Gate( 7606)	cx q[3], q[7]
Gate( 7607)	 h q[4]
Gate( 7608)	 h q[3]
Gate( 7609)	 t q[8]
Gate( 7610)	 t q[2]
Gate( 7611)	 t q[3]
Gate( 7612)	cx q[2], q[8]
Gate( 7613)	cx q[3], q[2]
Gate( 7614)	cx q[8], q[3]
Gate( 7615)	tdg q[2]
Gate( 7616)	cx q[8], q[2]
Gate( 7617)	tdg q[8]
Gate( 7618)	tdg q[2]
Gate( 7619)	 t q[3]
Gate( 7620)	cx q[3], q[2]
Gate( 7621)	cx q[8], q[3]
Gate( 7622)	cx q[2], q[8]
Gate( 7623)	 h q[3]
Gate( 7624)	 h q[2]
Gate( 7625)	 t q[11]
Gate( 7626)	 t q[9]
Gate( 7627)	 t q[2]
Gate( 7628)	cx q[9], q[11]
Gate( 7629)	cx q[2], q[9]
Gate( 7630)	cx q[11], q[2]
Gate( 7631)	tdg q[9]
Gate( 7632)	cx q[11], q[9]
Gate( 7633)	tdg q[11]
Gate( 7634)	tdg q[9]
Gate( 7635)	 t q[2]
Gate( 7636)	cx q[2], q[9]
Gate( 7637)	cx q[11], q[2]
Gate( 7638)	cx q[9], q[11]
Gate( 7639)	 h q[2]
Gate( 7640)	 h q[3]
Gate( 7641)	 t q[8]
Gate( 7642)	 t q[2]
Gate( 7643)	 t q[3]
Gate( 7644)	cx q[2], q[8]
Gate( 7645)	cx q[3], q[2]
Gate( 7646)	cx q[8], q[3]
Gate( 7647)	tdg q[2]
Gate( 7648)	cx q[8], q[2]
Gate( 7649)	tdg q[8]
Gate( 7650)	tdg q[2]
Gate( 7651)	 t q[3]
Gate( 7652)	cx q[3], q[2]
Gate( 7653)	cx q[8], q[3]
Gate( 7654)	cx q[2], q[8]
Gate( 7655)	 h q[3]
Gate( 7656)	 h q[4]
Gate( 7657)	 t q[7]
Gate( 7658)	 t q[3]
Gate( 7659)	 t q[4]
Gate( 7660)	cx q[3], q[7]
Gate( 7661)	cx q[4], q[3]
Gate( 7662)	cx q[7], q[4]
Gate( 7663)	tdg q[3]
Gate( 7664)	cx q[7], q[3]
Gate( 7665)	tdg q[7]
Gate( 7666)	tdg q[3]
Gate( 7667)	 t q[4]
Gate( 7668)	cx q[4], q[3]
Gate( 7669)	cx q[7], q[4]
Gate( 7670)	cx q[3], q[7]
Gate( 7671)	 h q[4]
Gate( 7672)	 h q[10]
Gate( 7673)	 t q[6]
Gate( 7674)	 t q[4]
Gate( 7675)	 t q[10]
Gate( 7676)	cx q[4], q[6]
Gate( 7677)	cx q[10], q[4]
Gate( 7678)	cx q[6], q[10]
Gate( 7679)	tdg q[4]
Gate( 7680)	cx q[6], q[4]
Gate( 7681)	tdg q[6]
Gate( 7682)	tdg q[4]
Gate( 7683)	 t q[10]
Gate( 7684)	cx q[10], q[4]
Gate( 7685)	cx q[6], q[10]
Gate( 7686)	cx q[4], q[6]
Gate( 7687)	 h q[10]
Gate( 7688)	 x q[5]
Gate( 7689)	 x q[7]
Gate( 7690)	 x q[10]
Gate( 7691)	 h q[0]
Gate( 7692)	 t q[4]
Gate( 7693)	 t q[7]
Gate( 7694)	 t q[0]
Gate( 7695)	cx q[7], q[4]
Gate( 7696)	cx q[0], q[7]
Gate( 7697)	cx q[4], q[0]
Gate( 7698)	tdg q[7]
Gate( 7699)	cx q[4], q[7]
Gate( 7700)	tdg q[4]
Gate( 7701)	tdg q[7]
Gate( 7702)	 t q[0]
Gate( 7703)	cx q[0], q[7]
Gate( 7704)	cx q[4], q[0]
Gate( 7705)	cx q[7], q[4]
Gate( 7706)	 h q[0]
Gate( 7707)	 h q[7]
Gate( 7708)	 t q[6]
Gate( 7709)	 t q[5]
Gate( 7710)	 t q[7]
Gate( 7711)	cx q[5], q[6]
Gate( 7712)	cx q[7], q[5]
Gate( 7713)	cx q[6], q[7]
Gate( 7714)	tdg q[5]
Gate( 7715)	cx q[6], q[5]
Gate( 7716)	tdg q[6]
Gate( 7717)	tdg q[5]
Gate( 7718)	 t q[7]
Gate( 7719)	cx q[7], q[5]
Gate( 7720)	cx q[6], q[7]
Gate( 7721)	cx q[5], q[6]
Gate( 7722)	 h q[7]
Gate( 7723)	 h q[5]
Gate( 7724)	 t q[8]
Gate( 7725)	 t q[3]
Gate( 7726)	 t q[5]
Gate( 7727)	cx q[3], q[8]
Gate( 7728)	cx q[5], q[3]
Gate( 7729)	cx q[8], q[5]
Gate( 7730)	tdg q[3]
Gate( 7731)	cx q[8], q[3]
Gate( 7732)	tdg q[8]
Gate( 7733)	tdg q[3]
Gate( 7734)	 t q[5]
Gate( 7735)	cx q[5], q[3]
Gate( 7736)	cx q[8], q[5]
Gate( 7737)	cx q[3], q[8]
Gate( 7738)	 h q[5]
Gate( 7739)	 h q[3]
Gate( 7740)	 t q[9]
Gate( 7741)	 t q[2]
Gate( 7742)	 t q[3]
Gate( 7743)	cx q[2], q[9]
Gate( 7744)	cx q[3], q[2]
Gate( 7745)	cx q[9], q[3]
Gate( 7746)	tdg q[2]
Gate( 7747)	cx q[9], q[2]
Gate( 7748)	tdg q[9]
Gate( 7749)	tdg q[2]
Gate( 7750)	 t q[3]
Gate( 7751)	cx q[3], q[2]
Gate( 7752)	cx q[9], q[3]
Gate( 7753)	cx q[2], q[9]
Gate( 7754)	 h q[3]
Gate( 7755)	 h q[2]
Gate( 7756)	 t q[11]
Gate( 7757)	 t q[10]
Gate( 7758)	 t q[2]
Gate( 7759)	cx q[10], q[11]
Gate( 7760)	cx q[2], q[10]
Gate( 7761)	cx q[11], q[2]
Gate( 7762)	tdg q[10]
Gate( 7763)	cx q[11], q[10]
Gate( 7764)	tdg q[11]
Gate( 7765)	tdg q[10]
Gate( 7766)	 t q[2]
Gate( 7767)	cx q[2], q[10]
Gate( 7768)	cx q[11], q[2]
Gate( 7769)	cx q[10], q[11]
Gate( 7770)	 h q[2]
Gate( 7771)	 h q[3]
Gate( 7772)	 t q[9]
Gate( 7773)	 t q[2]
Gate( 7774)	 t q[3]
Gate( 7775)	cx q[2], q[9]
Gate( 7776)	cx q[3], q[2]
Gate( 7777)	cx q[9], q[3]
Gate( 7778)	tdg q[2]
Gate( 7779)	cx q[9], q[2]
Gate( 7780)	tdg q[9]
Gate( 7781)	tdg q[2]
Gate( 7782)	 t q[3]
Gate( 7783)	cx q[3], q[2]
Gate( 7784)	cx q[9], q[3]
Gate( 7785)	cx q[2], q[9]
Gate( 7786)	 h q[3]
Gate( 7787)	 h q[5]
Gate( 7788)	 t q[8]
Gate( 7789)	 t q[3]
Gate( 7790)	 t q[5]
Gate( 7791)	cx q[3], q[8]
Gate( 7792)	cx q[5], q[3]
Gate( 7793)	cx q[8], q[5]
Gate( 7794)	tdg q[3]
Gate( 7795)	cx q[8], q[3]
Gate( 7796)	tdg q[8]
Gate( 7797)	tdg q[3]
Gate( 7798)	 t q[5]
Gate( 7799)	cx q[5], q[3]
Gate( 7800)	cx q[8], q[5]
Gate( 7801)	cx q[3], q[8]
Gate( 7802)	 h q[5]
Gate( 7803)	 h q[7]
Gate( 7804)	 t q[6]
Gate( 7805)	 t q[5]
Gate( 7806)	 t q[7]
Gate( 7807)	cx q[5], q[6]
Gate( 7808)	cx q[7], q[5]
Gate( 7809)	cx q[6], q[7]
Gate( 7810)	tdg q[5]
Gate( 7811)	cx q[6], q[5]
Gate( 7812)	tdg q[6]
Gate( 7813)	tdg q[5]
Gate( 7814)	 t q[7]
Gate( 7815)	cx q[7], q[5]
Gate( 7816)	cx q[6], q[7]
Gate( 7817)	cx q[5], q[6]
Gate( 7818)	 h q[7]
Gate( 7819)	 h q[0]
Gate( 7820)	 t q[4]
Gate( 7821)	 t q[7]
Gate( 7822)	 t q[0]
Gate( 7823)	cx q[7], q[4]
Gate( 7824)	cx q[0], q[7]
Gate( 7825)	cx q[4], q[0]
Gate( 7826)	tdg q[7]
Gate( 7827)	cx q[4], q[7]
Gate( 7828)	tdg q[4]
Gate( 7829)	tdg q[7]
Gate( 7830)	 t q[0]
Gate( 7831)	cx q[0], q[7]
Gate( 7832)	cx q[4], q[0]
Gate( 7833)	cx q[7], q[4]
Gate( 7834)	 h q[0]
Gate( 7835)	 h q[7]
Gate( 7836)	 t q[6]
Gate( 7837)	 t q[5]
Gate( 7838)	 t q[7]
Gate( 7839)	cx q[5], q[6]
Gate( 7840)	cx q[7], q[5]
Gate( 7841)	cx q[6], q[7]
Gate( 7842)	tdg q[5]
Gate( 7843)	cx q[6], q[5]
Gate( 7844)	tdg q[6]
Gate( 7845)	tdg q[5]
Gate( 7846)	 t q[7]
Gate( 7847)	cx q[7], q[5]
Gate( 7848)	cx q[6], q[7]
Gate( 7849)	cx q[5], q[6]
Gate( 7850)	 h q[7]
Gate( 7851)	 h q[5]
Gate( 7852)	 t q[8]
Gate( 7853)	 t q[3]
Gate( 7854)	 t q[5]
Gate( 7855)	cx q[3], q[8]
Gate( 7856)	cx q[5], q[3]
Gate( 7857)	cx q[8], q[5]
Gate( 7858)	tdg q[3]
Gate( 7859)	cx q[8], q[3]
Gate( 7860)	tdg q[8]
Gate( 7861)	tdg q[3]
Gate( 7862)	 t q[5]
Gate( 7863)	cx q[5], q[3]
Gate( 7864)	cx q[8], q[5]
Gate( 7865)	cx q[3], q[8]
Gate( 7866)	 h q[5]
Gate( 7867)	 h q[3]
Gate( 7868)	 t q[9]
Gate( 7869)	 t q[2]
Gate( 7870)	 t q[3]
Gate( 7871)	cx q[2], q[9]
Gate( 7872)	cx q[3], q[2]
Gate( 7873)	cx q[9], q[3]
Gate( 7874)	tdg q[2]
Gate( 7875)	cx q[9], q[2]
Gate( 7876)	tdg q[9]
Gate( 7877)	tdg q[2]
Gate( 7878)	 t q[3]
Gate( 7879)	cx q[3], q[2]
Gate( 7880)	cx q[9], q[3]
Gate( 7881)	cx q[2], q[9]
Gate( 7882)	 h q[3]
Gate( 7883)	 h q[2]
Gate( 7884)	 t q[11]
Gate( 7885)	 t q[10]
Gate( 7886)	 t q[2]
Gate( 7887)	cx q[10], q[11]
Gate( 7888)	cx q[2], q[10]
Gate( 7889)	cx q[11], q[2]
Gate( 7890)	tdg q[10]
Gate( 7891)	cx q[11], q[10]
Gate( 7892)	tdg q[11]
Gate( 7893)	tdg q[10]
Gate( 7894)	 t q[2]
Gate( 7895)	cx q[2], q[10]
Gate( 7896)	cx q[11], q[2]
Gate( 7897)	cx q[10], q[11]
Gate( 7898)	 h q[2]
Gate( 7899)	 h q[3]
Gate( 7900)	 t q[9]
Gate( 7901)	 t q[2]
Gate( 7902)	 t q[3]
Gate( 7903)	cx q[2], q[9]
Gate( 7904)	cx q[3], q[2]
Gate( 7905)	cx q[9], q[3]
Gate( 7906)	tdg q[2]
Gate( 7907)	cx q[9], q[2]
Gate( 7908)	tdg q[9]
Gate( 7909)	tdg q[2]
Gate( 7910)	 t q[3]
Gate( 7911)	cx q[3], q[2]
Gate( 7912)	cx q[9], q[3]
Gate( 7913)	cx q[2], q[9]
Gate( 7914)	 h q[3]
Gate( 7915)	 h q[5]
Gate( 7916)	 t q[8]
Gate( 7917)	 t q[3]
Gate( 7918)	 t q[5]
Gate( 7919)	cx q[3], q[8]
Gate( 7920)	cx q[5], q[3]
Gate( 7921)	cx q[8], q[5]
Gate( 7922)	tdg q[3]
Gate( 7923)	cx q[8], q[3]
Gate( 7924)	tdg q[8]
Gate( 7925)	tdg q[3]
Gate( 7926)	 t q[5]
Gate( 7927)	cx q[5], q[3]
Gate( 7928)	cx q[8], q[5]
Gate( 7929)	cx q[3], q[8]
Gate( 7930)	 h q[5]
Gate( 7931)	 h q[7]
Gate( 7932)	 t q[6]
Gate( 7933)	 t q[5]
Gate( 7934)	 t q[7]
Gate( 7935)	cx q[5], q[6]
Gate( 7936)	cx q[7], q[5]
Gate( 7937)	cx q[6], q[7]
Gate( 7938)	tdg q[5]
Gate( 7939)	cx q[6], q[5]
Gate( 7940)	tdg q[6]
Gate( 7941)	tdg q[5]
Gate( 7942)	 t q[7]
Gate( 7943)	cx q[7], q[5]
Gate( 7944)	cx q[6], q[7]
Gate( 7945)	cx q[5], q[6]
Gate( 7946)	 h q[7]
Gate( 7947)	 h q[0]
Gate( 7948)	 t q[4]
Gate( 7949)	 t q[9]
Gate( 7950)	 t q[0]
Gate( 7951)	cx q[9], q[4]
Gate( 7952)	cx q[0], q[9]
Gate( 7953)	cx q[4], q[0]
Gate( 7954)	tdg q[9]
Gate( 7955)	cx q[4], q[9]
Gate( 7956)	tdg q[4]
Gate( 7957)	tdg q[9]
Gate( 7958)	 t q[0]
Gate( 7959)	cx q[0], q[9]
Gate( 7960)	cx q[4], q[0]
Gate( 7961)	cx q[9], q[4]
Gate( 7962)	 h q[0]
Gate( 7963)	 h q[9]
Gate( 7964)	 t q[6]
Gate( 7965)	 t q[7]
Gate( 7966)	 t q[9]
Gate( 7967)	cx q[7], q[6]
Gate( 7968)	cx q[9], q[7]
Gate( 7969)	cx q[6], q[9]
Gate( 7970)	tdg q[7]
Gate( 7971)	cx q[6], q[7]
Gate( 7972)	tdg q[6]
Gate( 7973)	tdg q[7]
Gate( 7974)	 t q[9]
Gate( 7975)	cx q[9], q[7]
Gate( 7976)	cx q[6], q[9]
Gate( 7977)	cx q[7], q[6]
Gate( 7978)	 h q[9]
Gate( 7979)	 h q[7]
Gate( 7980)	 t q[8]
Gate( 7981)	 t q[5]
Gate( 7982)	 t q[7]
Gate( 7983)	cx q[5], q[8]
Gate( 7984)	cx q[7], q[5]
Gate( 7985)	cx q[8], q[7]
Gate( 7986)	tdg q[5]
Gate( 7987)	cx q[8], q[5]
Gate( 7988)	tdg q[8]
Gate( 7989)	tdg q[5]
Gate( 7990)	 t q[7]
Gate( 7991)	cx q[7], q[5]
Gate( 7992)	cx q[8], q[7]
Gate( 7993)	cx q[5], q[8]
Gate( 7994)	 h q[7]
Gate( 7995)	 h q[5]
Gate( 7996)	 t q[11]
Gate( 7997)	 t q[10]
Gate( 7998)	 t q[5]
Gate( 7999)	cx q[10], q[11]
Gate( 8000)	cx q[5], q[10]
Gate( 8001)	cx q[11], q[5]
Gate( 8002)	tdg q[10]
Gate( 8003)	cx q[11], q[10]
Gate( 8004)	tdg q[11]
Gate( 8005)	tdg q[10]
Gate( 8006)	 t q[5]
Gate( 8007)	cx q[5], q[10]
Gate( 8008)	cx q[11], q[5]
Gate( 8009)	cx q[10], q[11]
Gate( 8010)	 h q[5]
Gate( 8011)	 h q[7]
Gate( 8012)	 t q[8]
Gate( 8013)	 t q[5]
Gate( 8014)	 t q[7]
Gate( 8015)	cx q[5], q[8]
Gate( 8016)	cx q[7], q[5]
Gate( 8017)	cx q[8], q[7]
Gate( 8018)	tdg q[5]
Gate( 8019)	cx q[8], q[5]
Gate( 8020)	tdg q[8]
Gate( 8021)	tdg q[5]
Gate( 8022)	 t q[7]
Gate( 8023)	cx q[7], q[5]
Gate( 8024)	cx q[8], q[7]
Gate( 8025)	cx q[5], q[8]
Gate( 8026)	 h q[7]
Gate( 8027)	 h q[9]
Gate( 8028)	 t q[6]
Gate( 8029)	 t q[7]
Gate( 8030)	 t q[9]
Gate( 8031)	cx q[7], q[6]
Gate( 8032)	cx q[9], q[7]
Gate( 8033)	cx q[6], q[9]
Gate( 8034)	tdg q[7]
Gate( 8035)	cx q[6], q[7]
Gate( 8036)	tdg q[6]
Gate( 8037)	tdg q[7]
Gate( 8038)	 t q[9]
Gate( 8039)	cx q[9], q[7]
Gate( 8040)	cx q[6], q[9]
Gate( 8041)	cx q[7], q[6]
Gate( 8042)	 h q[9]
Gate( 8043)	 h q[0]
Gate( 8044)	 t q[4]
Gate( 8045)	 t q[9]
Gate( 8046)	 t q[0]
Gate( 8047)	cx q[9], q[4]
Gate( 8048)	cx q[0], q[9]
Gate( 8049)	cx q[4], q[0]
Gate( 8050)	tdg q[9]
Gate( 8051)	cx q[4], q[9]
Gate( 8052)	tdg q[4]
Gate( 8053)	tdg q[9]
Gate( 8054)	 t q[0]
Gate( 8055)	cx q[0], q[9]
Gate( 8056)	cx q[4], q[0]
Gate( 8057)	cx q[9], q[4]
Gate( 8058)	 h q[0]
Gate( 8059)	 h q[9]
Gate( 8060)	 t q[6]
Gate( 8061)	 t q[7]
Gate( 8062)	 t q[9]
Gate( 8063)	cx q[7], q[6]
Gate( 8064)	cx q[9], q[7]
Gate( 8065)	cx q[6], q[9]
Gate( 8066)	tdg q[7]
Gate( 8067)	cx q[6], q[7]
Gate( 8068)	tdg q[6]
Gate( 8069)	tdg q[7]
Gate( 8070)	 t q[9]
Gate( 8071)	cx q[9], q[7]
Gate( 8072)	cx q[6], q[9]
Gate( 8073)	cx q[7], q[6]
Gate( 8074)	 h q[9]
Gate( 8075)	 h q[7]
Gate( 8076)	 t q[8]
Gate( 8077)	 t q[5]
Gate( 8078)	 t q[7]
Gate( 8079)	cx q[5], q[8]
Gate( 8080)	cx q[7], q[5]
Gate( 8081)	cx q[8], q[7]
Gate( 8082)	tdg q[5]
Gate( 8083)	cx q[8], q[5]
Gate( 8084)	tdg q[8]
Gate( 8085)	tdg q[5]
