
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 x q[5]
Gate( 5189)	tdg q[8]
Gate( 5190)	cx q[9], q[8]
Gate( 5191)	tdg q[9]
Gate( 5192)	tdg q[8]
Gate( 5193)	 t q[6]
Gate( 5194)	cx q[6], q[8]
Gate( 5195)	cx q[9], q[6]
Gate( 5196)	cx q[8], q[9]
Gate( 5197)	 h q[6]
Gate( 5198)	 h q[1]
Gate( 5199)	 t q[0]
Gate( 5200)	 t q[9]
Gate( 5201)	 t q[1]
Gate( 5202)	cx q[9], q[0]
Gate( 5203)	cx q[1], q[9]
Gate( 5204)	cx q[0], q[1]
Gate( 5205)	tdg q[9]
Gate( 5206)	cx q[0], q[9]
Gate( 5207)	tdg q[0]
Gate( 5208)	tdg q[9]
Gate( 5209)	 t q[1]
Gate( 5210)	cx q[1], q[9]
Gate( 5211)	cx q[0], q[1]
Gate( 5212)	cx q[9], q[0]
Gate( 5213)	 h q[1]
Gate( 5214)	 h q[9]
Gate( 5215)	 t q[3]
Gate( 5216)	 t q[8]
Gate( 5217)	 t q[9]
Gate( 5218)	cx q[8], q[3]
Gate( 5219)	cx q[9], q[8]
Gate( 5220)	cx q[3], q[9]
Gate( 5221)	tdg q[8]
Gate( 5222)	cx q[3], q[8]
Gate( 5223)	tdg q[3]
Gate( 5224)	tdg q[8]
Gate( 5225)	 t q[9]
Gate( 5226)	cx q[9], q[8]
Gate( 5227)	cx q[3], q[9]
Gate( 5228)	cx q[8], q[3]
Gate( 5229)	 h q[9]
Gate( 5230)	 h q[8]
Gate( 5231)	 t q[6]
Gate( 5232)	 t q[4]
Gate( 5233)	 t q[8]
Gate( 5234)	cx q[4], q[6]
Gate( 5235)	cx q[8], q[4]
Gate( 5236)	cx q[6], q[8]
Gate( 5237)	tdg q[4]
Gate( 5238)	cx q[6], q[4]
Gate( 5239)	tdg q[6]
Gate( 5240)	tdg q[4]
Gate( 5241)	 t q[8]
Gate( 5242)	cx q[8], q[4]
Gate( 5243)	cx q[6], q[8]
Gate( 5244)	cx q[4], q[6]
Gate( 5245)	 h q[8]
Gate( 5246)	 h q[9]
Gate( 5247)	 t q[3]
Gate( 5248)	 t q[8]
Gate( 5249)	 t q[9]
Gate( 5250)	cx q[8], q[3]
Gate( 5251)	cx q[9], q[8]
Gate( 5252)	cx q[3], q[9]
Gate( 5253)	tdg q[8]
Gate( 5254)	cx q[3], q[8]
Gate( 5255)	tdg q[3]
Gate( 5256)	tdg q[8]
Gate( 5257)	 t q[9]
Gate( 5258)	cx q[9], q[8]
Gate( 5259)	cx q[3], q[9]
Gate( 5260)	cx q[8], q[3]
Gate( 5261)	 h q[9]
Gate( 5262)	 h q[1]
Gate( 5263)	 t q[0]
Gate( 5264)	 t q[9]
Gate( 5265)	 t q[1]
Gate( 5266)	cx q[9], q[0]
Gate( 5267)	cx q[1], q[9]
Gate( 5268)	cx q[0], q[1]
Gate( 5269)	tdg q[9]
Gate( 5270)	cx q[0], q[9]
Gate( 5271)	tdg q[0]
Gate( 5272)	tdg q[9]
Gate( 5273)	 t q[1]
Gate( 5274)	cx q[1], q[9]
Gate( 5275)	cx q[0], q[1]
Gate( 5276)	cx q[9], q[0]
Gate( 5277)	 h q[1]
Gate( 5278)	 h q[9]
Gate( 5279)	 t q[3]
Gate( 5280)	 t q[8]
Gate( 5281)	 t q[9]
Gate( 5282)	cx q[8], q[3]
Gate( 5283)	cx q[9], q[8]
Gate( 5284)	cx q[3], q[9]
Gate( 5285)	tdg q[8]
Gate( 5286)	cx q[3], q[8]
Gate( 5287)	tdg q[3]
Gate( 5288)	tdg q[8]
Gate( 5289)	 t q[9]
Gate( 5290)	cx q[9], q[8]
Gate( 5291)	cx q[3], q[9]
Gate( 5292)	cx q[8], q[3]
Gate( 5293)	 h q[9]
Gate( 5294)	 h q[8]
Gate( 5295)	 t q[6]
Gate( 5296)	 t q[4]
Gate( 5297)	 t q[8]
Gate( 5298)	cx q[4], q[6]
Gate( 5299)	cx q[8], q[4]
Gate( 5300)	cx q[6], q[8]
Gate( 5301)	tdg q[4]
Gate( 5302)	cx q[6], q[4]
Gate( 5303)	tdg q[6]
Gate( 5304)	tdg q[4]
Gate( 5305)	 t q[8]
Gate( 5306)	cx q[8], q[4]
Gate( 5307)	cx q[6], q[8]
Gate( 5308)	cx q[4], q[6]
Gate( 5309)	 h q[8]
Gate( 5310)	 h q[9]
Gate( 5311)	 t q[3]
Gate( 5312)	 t q[8]
Gate( 5313)	 t q[9]
Gate( 5314)	cx q[8], q[3]
Gate( 5315)	cx q[9], q[8]
Gate( 5316)	cx q[3], q[9]
Gate( 5317)	tdg q[8]
Gate( 5318)	cx q[3], q[8]
Gate( 5319)	tdg q[3]
Gate( 5320)	tdg q[8]
Gate( 5321)	 t q[9]
Gate( 5322)	cx q[9], q[8]
Gate( 5323)	cx q[3], q[9]
Gate( 5324)	cx q[8], q[3]
Gate( 5325)	 h q[9]
Gate( 5326)	 h q[0]
Gate( 5327)	 t q[7]
Gate( 5328)	 t q[6]
Gate( 5329)	 t q[0]
Gate( 5330)	cx q[6], q[7]
Gate( 5331)	cx q[0], q[6]
Gate( 5332)	cx q[7], q[0]
Gate( 5333)	tdg q[6]
Gate( 5334)	cx q[7], q[6]
Gate( 5335)	tdg q[7]
Gate( 5336)	tdg q[6]
Gate( 5337)	 t q[0]
Gate( 5338)	cx q[0], q[6]
Gate( 5339)	cx q[7], q[0]
Gate( 5340)	cx q[6], q[7]
Gate( 5341)	 h q[0]
Gate( 5342)	 h q[6]
Gate( 5343)	 t q[9]
Gate( 5344)	 t q[8]
Gate( 5345)	 t q[6]
Gate( 5346)	cx q[8], q[9]
Gate( 5347)	cx q[6], q[8]
Gate( 5348)	cx q[9], q[6]
Gate( 5349)	tdg q[8]
Gate( 5350)	cx q[9], q[8]
Gate( 5351)	tdg q[9]
Gate( 5352)	tdg q[8]
Gate( 5353)	 t q[6]
Gate( 5354)	cx q[6], q[8]
Gate( 5355)	cx q[9], q[6]
Gate( 5356)	cx q[8], q[9]
Gate( 5357)	 h q[6]
Gate( 5358)	 h q[0]
Gate( 5359)	 t q[7]
Gate( 5360)	 t q[6]
Gate( 5361)	 t q[0]
Gate( 5362)	cx q[6], q[7]
Gate( 5363)	cx q[0], q[6]
Gate( 5364)	cx q[7], q[0]
Gate( 5365)	tdg q[6]
Gate( 5366)	cx q[7], q[6]
Gate( 5367)	tdg q[7]
Gate( 5368)	tdg q[6]
Gate( 5369)	 t q[0]
Gate( 5370)	cx q[0], q[6]
Gate( 5371)	cx q[7], q[0]
Gate( 5372)	cx q[6], q[7]
Gate( 5373)	 h q[0]
Gate( 5374)	 h q[6]
Gate( 5375)	 t q[9]
Gate( 5376)	 t q[8]
Gate( 5377)	 t q[6]
Gate( 5378)	cx q[8], q[9]
Gate( 5379)	cx q[6], q[8]
Gate( 5380)	cx q[9], q[6]
Gate( 5381)	tdg q[8]
Gate( 5382)	cx q[9], q[8]
Gate( 5383)	tdg q[9]
Gate( 5384)	tdg q[8]
Gate( 5385)	 t q[6]
Gate( 5386)	cx q[6], q[8]
Gate( 5387)	cx q[9], q[6]
Gate( 5388)	cx q[8], q[9]
Gate( 5389)	 h q[6]
Gate( 5390)	 h q[1]
Gate( 5391)	 t q[0]
Gate( 5392)	 t q[9]
Gate( 5393)	 t q[1]
Gate( 5394)	cx q[9], q[0]
Gate( 5395)	cx q[1], q[9]
Gate( 5396)	cx q[0], q[1]
Gate( 5397)	tdg q[9]
Gate( 5398)	cx q[0], q[9]
Gate( 5399)	tdg q[0]
Gate( 5400)	tdg q[9]
Gate( 5401)	 t q[1]
Gate( 5402)	cx q[1], q[9]
Gate( 5403)	cx q[0], q[1]
Gate( 5404)	cx q[9], q[0]
Gate( 5405)	 h q[1]
Gate( 5406)	 h q[9]
Gate( 5407)	 t q[3]
Gate( 5408)	 t q[8]
Gate( 5409)	 t q[9]
Gate( 5410)	cx q[8], q[3]
Gate( 5411)	cx q[9], q[8]
Gate( 5412)	cx q[3], q[9]
Gate( 5413)	tdg q[8]
Gate( 5414)	cx q[3], q[8]
Gate( 5415)	tdg q[3]
Gate( 5416)	tdg q[8]
Gate( 5417)	 t q[9]
Gate( 5418)	cx q[9], q[8]
Gate( 5419)	cx q[3], q[9]
Gate( 5420)	cx q[8], q[3]
Gate( 5421)	 h q[9]
Gate( 5422)	 h q[8]
Gate( 5423)	 t q[6]
Gate( 5424)	 t q[4]
Gate( 5425)	 t q[8]
Gate( 5426)	cx q[4], q[6]
Gate( 5427)	cx q[8], q[4]
Gate( 5428)	cx q[6], q[8]
Gate( 5429)	tdg q[4]
Gate( 5430)	cx q[6], q[4]
Gate( 5431)	tdg q[6]
Gate( 5432)	tdg q[4]
Gate( 5433)	 t q[8]
Gate( 5434)	cx q[8], q[4]
Gate( 5435)	cx q[6], q[8]
Gate( 5436)	cx q[4], q[6]
Gate( 5437)	 h q[8]
Gate( 5438)	 h q[9]
Gate( 5439)	 t q[3]
Gate( 5440)	 t q[8]
Gate( 5441)	 t q[9]
Gate( 5442)	cx q[8], q[3]
Gate( 5443)	cx q[9], q[8]
Gate( 5444)	cx q[3], q[9]
Gate( 5445)	tdg q[8]
Gate( 5446)	cx q[3], q[8]
Gate( 5447)	tdg q[3]
Gate( 5448)	tdg q[8]
Gate( 5449)	 t q[9]
Gate( 5450)	cx q[9], q[8]
Gate( 5451)	cx q[3], q[9]
Gate( 5452)	cx q[8], q[3]
Gate( 5453)	 h q[9]
Gate( 5454)	 h q[1]
Gate( 5455)	 t q[0]
Gate( 5456)	 t q[9]
Gate( 5457)	 t q[1]
Gate( 5458)	cx q[9], q[0]
Gate( 5459)	cx q[1], q[9]
Gate( 5460)	cx q[0], q[1]
Gate( 5461)	tdg q[9]
Gate( 5462)	cx q[0], q[9]
Gate( 5463)	tdg q[0]
Gate( 5464)	tdg q[9]
Gate( 5465)	 t q[1]
Gate( 5466)	cx q[1], q[9]
Gate( 5467)	cx q[0], q[1]
Gate( 5468)	cx q[9], q[0]
Gate( 5469)	 h q[1]
Gate( 5470)	 h q[9]
Gate( 5471)	 t q[3]
Gate( 5472)	 t q[8]
Gate( 5473)	 t q[9]
Gate( 5474)	cx q[8], q[3]
Gate( 5475)	cx q[9], q[8]
Gate( 5476)	cx q[3], q[9]
Gate( 5477)	tdg q[8]
Gate( 5478)	cx q[3], q[8]
Gate( 5479)	tdg q[3]
Gate( 5480)	tdg q[8]
Gate( 5481)	 t q[9]
Gate( 5482)	cx q[9], q[8]
Gate( 5483)	cx q[3], q[9]
Gate( 5484)	cx q[8], q[3]
Gate( 5485)	 h q[9]
Gate( 5486)	 h q[8]
Gate( 5487)	 t q[6]
Gate( 5488)	 t q[4]
Gate( 5489)	 t q[8]
Gate( 5490)	cx q[4], q[6]
Gate( 5491)	cx q[8], q[4]
Gate( 5492)	cx q[6], q[8]
Gate( 5493)	tdg q[4]
Gate( 5494)	cx q[6], q[4]
Gate( 5495)	tdg q[6]
Gate( 5496)	tdg q[4]
Gate( 5497)	 t q[8]
Gate( 5498)	cx q[8], q[4]
Gate( 5499)	cx q[6], q[8]
Gate( 5500)	cx q[4], q[6]
Gate( 5501)	 h q[8]
Gate( 5502)	 h q[9]
Gate( 5503)	 t q[3]
Gate( 5504)	 t q[8]
Gate( 5505)	 t q[9]
Gate( 5506)	cx q[8], q[3]
Gate( 5507)	cx q[9], q[8]
Gate( 5508)	cx q[3], q[9]
Gate( 5509)	tdg q[8]
Gate( 5510)	cx q[3], q[8]
Gate( 5511)	tdg q[3]
Gate( 5512)	tdg q[8]
Gate( 5513)	 t q[9]
Gate( 5514)	cx q[9], q[8]
Gate( 5515)	cx q[3], q[9]
Gate( 5516)	cx q[8], q[3]
Gate( 5517)	 h q[9]
Gate( 5518)	 h q[1]
Gate( 5519)	 t q[7]
Gate( 5520)	 t q[6]
Gate( 5521)	 t q[1]
Gate( 5522)	cx q[6], q[7]
Gate( 5523)	cx q[1], q[6]
Gate( 5524)	cx q[7], q[1]
Gate( 5525)	tdg q[6]
Gate( 5526)	cx q[7], q[6]
Gate( 5527)	tdg q[7]
Gate( 5528)	tdg q[6]
Gate( 5529)	 t q[1]
Gate( 5530)	cx q[1], q[6]
Gate( 5531)	cx q[7], q[1]
Gate( 5532)	cx q[6], q[7]
Gate( 5533)	 h q[1]
Gate( 5534)	 h q[6]
Gate( 5535)	 t q[9]
Gate( 5536)	 t q[8]
Gate( 5537)	 t q[6]
Gate( 5538)	cx q[8], q[9]
Gate( 5539)	cx q[6], q[8]
Gate( 5540)	cx q[9], q[6]
Gate( 5541)	tdg q[8]
Gate( 5542)	cx q[9], q[8]
Gate( 5543)	tdg q[9]
Gate( 5544)	tdg q[8]
Gate( 5545)	 t q[6]
Gate( 5546)	cx q[6], q[8]
Gate( 5547)	cx q[9], q[6]
Gate( 5548)	cx q[8], q[9]
Gate( 5549)	 h q[6]
Gate( 5550)	 h q[1]
Gate( 5551)	 t q[7]
Gate( 5552)	 t q[6]
Gate( 5553)	 t q[1]
Gate( 5554)	cx q[6], q[7]
Gate( 5555)	cx q[1], q[6]
Gate( 5556)	cx q[7], q[1]
Gate( 5557)	tdg q[6]
Gate( 5558)	cx q[7], q[6]
Gate( 5559)	tdg q[7]
Gate( 5560)	tdg q[6]
Gate( 5561)	 t q[1]
Gate( 5562)	cx q[1], q[6]
Gate( 5563)	cx q[7], q[1]
Gate( 5564)	cx q[6], q[7]
Gate( 5565)	 h q[1]
Gate( 5566)	 h q[6]
Gate( 5567)	 t q[9]
Gate( 5568)	 t q[8]
Gate( 5569)	 t q[6]
Gate( 5570)	cx q[8], q[9]
Gate( 5571)	cx q[6], q[8]
Gate( 5572)	cx q[9], q[6]
Gate( 5573)	tdg q[8]
Gate( 5574)	cx q[9], q[8]
Gate( 5575)	tdg q[9]
Gate( 5576)	tdg q[8]
Gate( 5577)	 t q[6]
Gate( 5578)	cx q[6], q[8]
Gate( 5579)	cx q[9], q[6]
Gate( 5580)	cx q[8], q[9]
Gate( 5581)	 h q[6]
Gate( 5582)	 h q[0]
Gate( 5583)	 t q[1]
Gate( 5584)	 t q[9]
Gate( 5585)	 t q[0]
Gate( 5586)	cx q[9], q[1]
Gate( 5587)	cx q[0], q[9]
Gate( 5588)	cx q[1], q[0]
Gate( 5589)	tdg q[9]
Gate( 5590)	cx q[1], q[9]
Gate( 5591)	tdg q[1]
Gate( 5592)	tdg q[9]
Gate( 5593)	 t q[0]
Gate( 5594)	cx q[0], q[9]
Gate( 5595)	cx q[1], q[0]
Gate( 5596)	cx q[9], q[1]
Gate( 5597)	 h q[0]
Gate( 5598)	 h q[9]
Gate( 5599)	 t q[3]
Gate( 5600)	 t q[8]
Gate( 5601)	 t q[9]
Gate( 5602)	cx q[8], q[3]
Gate( 5603)	cx q[9], q[8]
Gate( 5604)	cx q[3], q[9]
Gate( 5605)	tdg q[8]
Gate( 5606)	cx q[3], q[8]
Gate( 5607)	tdg q[3]
Gate( 5608)	tdg q[8]
Gate( 5609)	 t q[9]
Gate( 5610)	cx q[9], q[8]
Gate( 5611)	cx q[3], q[9]
Gate( 5612)	cx q[8], q[3]
Gate( 5613)	 h q[9]
Gate( 5614)	 h q[8]
Gate( 5615)	 t q[6]
Gate( 5616)	 t q[4]
Gate( 5617)	 t q[8]
Gate( 5618)	cx q[4], q[6]
Gate( 5619)	cx q[8], q[4]
Gate( 5620)	cx q[6], q[8]
Gate( 5621)	tdg q[4]
Gate( 5622)	cx q[6], q[4]
Gate( 5623)	tdg q[6]
Gate( 5624)	tdg q[4]
Gate( 5625)	 t q[8]
Gate( 5626)	cx q[8], q[4]
Gate( 5627)	cx q[6], q[8]
Gate( 5628)	cx q[4], q[6]
Gate( 5629)	 h q[8]
Gate( 5630)	 h q[9]
Gate( 5631)	 t q[3]
Gate( 5632)	 t q[8]
Gate( 5633)	 t q[9]
Gate( 5634)	cx q[8], q[3]
Gate( 5635)	cx q[9], q[8]
Gate( 5636)	cx q[3], q[9]
Gate( 5637)	tdg q[8]
Gate( 5638)	cx q[3], q[8]
Gate( 5639)	tdg q[3]
Gate( 5640)	tdg q[8]
Gate( 5641)	 t q[9]
Gate( 5642)	cx q[9], q[8]
Gate( 5643)	cx q[3], q[9]
Gate( 5644)	cx q[8], q[3]
Gate( 5645)	 h q[9]
Gate( 5646)	 h q[0]
Gate( 5647)	 t q[1]
Gate( 5648)	 t q[9]
Gate( 5649)	 t q[0]
Gate( 5650)	cx q[9], q[1]
Gate( 5651)	cx q[0], q[9]
Gate( 5652)	cx q[1], q[0]
Gate( 5653)	tdg q[9]
Gate( 5654)	cx q[1], q[9]
Gate( 5655)	tdg q[1]
Gate( 5656)	tdg q[9]
Gate( 5657)	 t q[0]
Gate( 5658)	cx q[0], q[9]
Gate( 5659)	cx q[1], q[0]
Gate( 5660)	cx q[9], q[1]
Gate( 5661)	 h q[0]
Gate( 5662)	 h q[9]
Gate( 5663)	 t q[3]
Gate( 5664)	 t q[8]
Gate( 5665)	 t q[9]
Gate( 5666)	cx q[8], q[3]
Gate( 5667)	cx q[9], q[8]
Gate( 5668)	cx q[3], q[9]
Gate( 5669)	tdg q[8]
Gate( 5670)	cx q[3], q[8]
Gate( 5671)	tdg q[3]
Gate( 5672)	tdg q[8]
Gate( 5673)	 t q[9]
Gate( 5674)	cx q[9], q[8]
Gate( 5675)	cx q[3], q[9]
Gate( 5676)	cx q[8], q[3]
Gate( 5677)	 h q[9]
Gate( 5678)	 h q[8]
Gate( 5679)	 t q[6]
Gate( 5680)	 t q[4]
Gate( 5681)	 t q[8]
Gate( 5682)	cx q[4], q[6]
Gate( 5683)	cx q[8], q[4]
Gate( 5684)	cx q[6], q[8]
Gate( 5685)	tdg q[4]
Gate( 5686)	cx q[6], q[4]
Gate( 5687)	tdg q[6]
Gate( 5688)	tdg q[4]
Gate( 5689)	 t q[8]
Gate( 5690)	cx q[8], q[4]
Gate( 5691)	cx q[6], q[8]
Gate( 5692)	cx q[4], q[6]
Gate( 5693)	 h q[8]
Gate( 5694)	 h q[9]
Gate( 5695)	 t q[3]
Gate( 5696)	 t q[8]
Gate( 5697)	 t q[9]
Gate( 5698)	cx q[8], q[3]
Gate( 5699)	cx q[9], q[8]
Gate( 5700)	cx q[3], q[9]
Gate( 5701)	tdg q[8]
Gate( 5702)	cx q[3], q[8]
Gate( 5703)	tdg q[3]
Gate( 5704)	tdg q[8]
Gate( 5705)	 t q[9]
Gate( 5706)	cx q[9], q[8]
Gate( 5707)	cx q[3], q[9]
Gate( 5708)	cx q[8], q[3]
Gate( 5709)	 h q[9]
Gate( 5710)	 h q[1]
Gate( 5711)	 t q[7]
Gate( 5712)	 t q[6]
Gate( 5713)	 t q[1]
Gate( 5714)	cx q[6], q[7]
Gate( 5715)	cx q[1], q[6]
Gate( 5716)	cx q[7], q[1]
Gate( 5717)	tdg q[6]
Gate( 5718)	cx q[7], q[6]
Gate( 5719)	tdg q[7]
Gate( 5720)	tdg q[6]
Gate( 5721)	 t q[1]
Gate( 5722)	cx q[1], q[6]
Gate( 5723)	cx q[7], q[1]
Gate( 5724)	cx q[6], q[7]
Gate( 5725)	 h q[1]
Gate( 5726)	 h q[6]
Gate( 5727)	 t q[9]
Gate( 5728)	 t q[8]
Gate( 5729)	 t q[6]
Gate( 5730)	cx q[8], q[9]
Gate( 5731)	cx q[6], q[8]
Gate( 5732)	cx q[9], q[6]
Gate( 5733)	tdg q[8]
Gate( 5734)	cx q[9], q[8]
Gate( 5735)	tdg q[9]
Gate( 5736)	tdg q[8]
Gate( 5737)	 t q[6]
Gate( 5738)	cx q[6], q[8]
Gate( 5739)	cx q[9], q[6]
Gate( 5740)	cx q[8], q[9]
Gate( 5741)	 h q[6]
Gate( 5742)	 h q[1]
Gate( 5743)	 t q[7]
Gate( 5744)	 t q[6]
Gate( 5745)	 t q[1]
Gate( 5746)	cx q[6], q[7]
Gate( 5747)	cx q[1], q[6]
Gate( 5748)	cx q[7], q[1]
Gate( 5749)	tdg q[6]
Gate( 5750)	cx q[7], q[6]
Gate( 5751)	tdg q[7]
Gate( 5752)	tdg q[6]
Gate( 5753)	 t q[1]
Gate( 5754)	cx q[1], q[6]
Gate( 5755)	cx q[7], q[1]
Gate( 5756)	cx q[6], q[7]
Gate( 5757)	 h q[1]
Gate( 5758)	 h q[6]
Gate( 5759)	 t q[9]
Gate( 5760)	 t q[8]
Gate( 5761)	 t q[6]
Gate( 5762)	cx q[8], q[9]
Gate( 5763)	cx q[6], q[8]
Gate( 5764)	cx q[9], q[6]
Gate( 5765)	tdg q[8]
Gate( 5766)	cx q[9], q[8]
Gate( 5767)	tdg q[9]
Gate( 5768)	tdg q[8]
Gate( 5769)	 t q[6]
Gate( 5770)	cx q[6], q[8]
Gate( 5771)	cx q[9], q[6]
Gate( 5772)	cx q[8], q[9]
Gate( 5773)	 h q[6]
Gate( 5774)	 h q[0]
Gate( 5775)	 t q[1]
Gate( 5776)	 t q[9]
Gate( 5777)	 t q[0]
Gate( 5778)	cx q[9], q[1]
Gate( 5779)	cx q[0], q[9]
Gate( 5780)	cx q[1], q[0]
Gate( 5781)	tdg q[9]
Gate( 5782)	cx q[1], q[9]
Gate( 5783)	tdg q[1]
Gate( 5784)	tdg q[9]
Gate( 5785)	 t q[0]
Gate( 5786)	cx q[0], q[9]
Gate( 5787)	cx q[1], q[0]
Gate( 5788)	cx q[9], q[1]
Gate( 5789)	 h q[0]
Gate( 5790)	 h q[9]
Gate( 5791)	 t q[3]
Gate( 5792)	 t q[8]
Gate( 5793)	 t q[9]
Gate( 5794)	cx q[8], q[3]
Gate( 5795)	cx q[9], q[8]
Gate( 5796)	cx q[3], q[9]
Gate( 5797)	tdg q[8]
Gate( 5798)	cx q[3], q[8]
Gate( 5799)	tdg q[3]
Gate( 5800)	tdg q[8]
Gate( 5801)	 t q[9]
Gate( 5802)	cx q[9], q[8]
Gate( 5803)	cx q[3], q[9]
Gate( 5804)	cx q[8], q[3]
Gate( 5805)	 h q[9]
Gate( 5806)	 h q[8]
Gate( 5807)	 t q[6]
Gate( 5808)	 t q[4]
Gate( 5809)	 t q[8]
Gate( 5810)	cx q[4], q[6]
Gate( 5811)	cx q[8], q[4]
Gate( 5812)	cx q[6], q[8]
Gate( 5813)	tdg q[4]
Gate( 5814)	cx q[6], q[4]
Gate( 5815)	tdg q[6]
Gate( 5816)	tdg q[4]
Gate( 5817)	 t q[8]
Gate( 5818)	cx q[8], q[4]
Gate( 5819)	cx q[6], q[8]
Gate( 5820)	cx q[4], q[6]
Gate( 5821)	 h q[8]
Gate( 5822)	 h q[9]
Gate( 5823)	 t q[3]
Gate( 5824)	 t q[8]
Gate( 5825)	 t q[9]
Gate( 5826)	cx q[8], q[3]
Gate( 5827)	cx q[9], q[8]
Gate( 5828)	cx q[3], q[9]
Gate( 5829)	tdg q[8]
Gate( 5830)	cx q[3], q[8]
Gate( 5831)	tdg q[3]
Gate( 5832)	tdg q[8]
Gate( 5833)	 t q[9]
Gate( 5834)	cx q[9], q[8]
Gate( 5835)	cx q[3], q[9]
Gate( 5836)	cx q[8], q[3]
Gate( 5837)	 h q[9]
Gate( 5838)	 h q[0]
Gate( 5839)	 t q[1]
Gate( 5840)	 t q[9]
Gate( 5841)	 t q[0]
Gate( 5842)	cx q[9], q[1]
Gate( 5843)	cx q[0], q[9]
Gate( 5844)	cx q[1], q[0]
Gate( 5845)	tdg q[9]
Gate( 5846)	cx q[1], q[9]
Gate( 5847)	tdg q[1]
Gate( 5848)	tdg q[9]
Gate( 5849)	 t q[0]
Gate( 5850)	cx q[0], q[9]
Gate( 5851)	cx q[1], q[0]
Gate( 5852)	cx q[9], q[1]
Gate( 5853)	 h q[0]
Gate( 5854)	 h q[9]
Gate( 5855)	 t q[3]
Gate( 5856)	 t q[8]
Gate( 5857)	 t q[9]
Gate( 5858)	cx q[8], q[3]
Gate( 5859)	cx q[9], q[8]
Gate( 5860)	cx q[3], q[9]
Gate( 5861)	tdg q[8]
Gate( 5862)	cx q[3], q[8]
Gate( 5863)	tdg q[3]
Gate( 5864)	tdg q[8]
Gate( 5865)	 t q[9]
Gate( 5866)	cx q[9], q[8]
Gate( 5867)	cx q[3], q[9]
Gate( 5868)	cx q[8], q[3]
Gate( 5869)	 h q[9]
Gate( 5870)	 h q[8]
Gate( 5871)	 t q[6]
Gate( 5872)	 t q[4]
Gate( 5873)	 t q[8]
Gate( 5874)	cx q[4], q[6]
Gate( 5875)	cx q[8], q[4]
Gate( 5876)	cx q[6], q[8]
Gate( 5877)	tdg q[4]
Gate( 5878)	cx q[6], q[4]
Gate( 5879)	tdg q[6]
Gate( 5880)	tdg q[4]
Gate( 5881)	 t q[8]
Gate( 5882)	cx q[8], q[4]
Gate( 5883)	cx q[6], q[8]
Gate( 5884)	cx q[4], q[6]
Gate( 5885)	 h q[8]
Gate( 5886)	 h q[9]
Gate( 5887)	 t q[3]
Gate( 5888)	 t q[8]
Gate( 5889)	 t q[9]
Gate( 5890)	cx q[8], q[3]
Gate( 5891)	cx q[9], q[8]
Gate( 5892)	cx q[3], q[9]
Gate( 5893)	tdg q[8]
Gate( 5894)	cx q[3], q[8]
Gate( 5895)	tdg q[3]
Gate( 5896)	tdg q[8]
Gate( 5897)	 t q[9]
Gate( 5898)	cx q[9], q[8]
Gate( 5899)	cx q[3], q[9]
Gate( 5900)	cx q[8], q[3]
Gate( 5901)	 h q[9]
Gate( 5902)	 x q[4]
Gate( 5903)	 x q[9]
Gate( 5904)	 x q[8]
Gate( 5905)	 x q[6]
Gate( 5906)	 h q[2]
Gate( 5907)	 t q[9]
Gate( 5908)	 t q[6]
Gate( 5909)	 t q[2]
Gate( 5910)	cx q[6], q[9]
Gate( 5911)	cx q[2], q[6]
Gate( 5912)	cx q[9], q[2]
Gate( 5913)	tdg q[6]
Gate( 5914)	cx q[9], q[6]
Gate( 5915)	tdg q[9]
Gate( 5916)	tdg q[6]
Gate( 5917)	 t q[2]
Gate( 5918)	cx q[2], q[6]
Gate( 5919)	cx q[9], q[2]
Gate( 5920)	cx q[6], q[9]
Gate( 5921)	 h q[2]
Gate( 5922)	 h q[1]
Gate( 5923)	 t q[4]
Gate( 5924)	 t q[9]
Gate( 5925)	 t q[1]
Gate( 5926)	cx q[9], q[4]
Gate( 5927)	cx q[1], q[9]
Gate( 5928)	cx q[4], q[1]
Gate( 5929)	tdg q[9]
Gate( 5930)	cx q[4], q[9]
Gate( 5931)	tdg q[4]
Gate( 5932)	tdg q[9]
Gate( 5933)	 t q[1]
Gate( 5934)	cx q[1], q[9]
Gate( 5935)	cx q[4], q[1]
Gate( 5936)	cx q[9], q[4]
Gate( 5937)	 h q[1]
Gate( 5938)	 h q[9]
Gate( 5939)	 t q[5]
Gate( 5940)	 t q[7]
Gate( 5941)	 t q[9]
Gate( 5942)	cx q[7], q[5]
Gate( 5943)	cx q[9], q[7]
Gate( 5944)	cx q[5], q[9]
Gate( 5945)	tdg q[7]
Gate( 5946)	cx q[5], q[7]
Gate( 5947)	tdg q[5]
Gate( 5948)	tdg q[7]
Gate( 5949)	 t q[9]
Gate( 5950)	cx q[9], q[7]
Gate( 5951)	cx q[5], q[9]
Gate( 5952)	cx q[7], q[5]
Gate( 5953)	 h q[9]
Gate( 5954)	 h q[7]
Gate( 5955)	 t q[8]
Gate( 5956)	 t q[6]
Gate( 5957)	 t q[7]
Gate( 5958)	cx q[6], q[8]
Gate( 5959)	cx q[7], q[6]
Gate( 5960)	cx q[8], q[7]
Gate( 5961)	tdg q[6]
Gate( 5962)	cx q[8], q[6]
Gate( 5963)	tdg q[8]
Gate( 5964)	tdg q[6]
Gate( 5965)	 t q[7]
Gate( 5966)	cx q[7], q[6]
